Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.08739908739908739;1;3
Darauf kann ich eine kurze und eindeutige Antwort geben . ;4941 371 210 211 8503 20 2264 2490 66 25;I think that the answer is brief and clear . ;117 377 31 4 479 28 7009 53 72 26;can I a short and clear answer . ;6 117 35 906 53 72 479 26;1.4005225910028224e-07;1;3
Es verhält sich natürlich so , wie Sie sagen . ;416 7180 180 915 208 14 420 394 436 25;Of course it is as you say . ;1601 931 86 28 21 448 471 26;It is you . ;27 28 448 26;4.763790021246884e-07;1;3
Für die dänischen Bürger wird es keinerlei Probleme geben , und das ist ja auch nicht der springende Punkt . ;170 16 7179 312 139 27 4926 374 66 14 20 15 7 529 188 315 5 0 1065 25;There will be no problem with Danish nationals within Denmark , that is not where the problem lies . ;1363 125 8 740 123 46 3592 1507 561 3729 20 31 28 77 1042 4 123 4134 26;For the Danish citizens , no issues and the is not ;1671 4 3592 333 20 740 940 53 4 28 77;6.223546271281464e-14;1;5
Es geht um Bürger Dänemarks bzw . anderer Staaten , die ihren Wohnsitz außerhalb Dänemarks haben . ;416 417 390 312 0 2286 25 856 78 14 16 762 5315 833 0 95 25;The problem is with Danish nationals or other nationals residing outside Denmark . ;226 123 28 46 3592 1507 66 731 1507 19412 857 3729 26;It is citizens or states outside . ;27 28 333 66 1947 857 26;7.287625412706063e-17;1;3
Anfrage Nr . 37 von ( H-0791/99 ) ;2552 2399 25 6217 46 884 0 886;Question No 37 by ( H-0791/99 ) ;4798 1179 5705 10 900 0 902;Question No . 37 by ( ) ;4798 1179 26 5705 10 900 902;0.0008777932948427047;1;5
Gemäß dem Mitentscheidungsverfahren ist dieser Vorschlag nach wie vor Gegenstand von Debatten zwischen Rat und Parlament . ;8258 61 9460 7 82 233 147 420 96 588 46 2874 192 377 20 63 25;This proposal is still being discussed by the Council and Parliament on the basis of the codecision procedure . ;162 240 28 639 313 945 10 4 143 53 64 82 4 264 12 4 7019 1300 26;Under the is this proposal subject of debates between the Council and Parliament . ;4749 4 28 124 240 2254 12 2945 201 4 143 53 64 26;6.637509216863874e-13;1;3
Anfrage Nr . 38 von ( H-0805/99 ) ;2552 2399 25 5003 46 884 0 886;Question No 38 by ( H-0805/99 ) ;4798 1179 4630 10 900 0 902;Question No . 38 by ( ) ;4798 1179 26 4630 10 900 902;0.0013825244393772598;1;5
Welche Kommissionsmitglieder gehören dieser Gruppe an ? ;1063 10175 966 82 225 113 554;Which Commissioners are members of this group ? ;3274 1952 41 150 12 124 596 577;What this the ? ;811 124 4 577;0.008130019371573037;1;2
Wie oft hat sich die Gruppe bisher getroffen ? ;282 1738 120 180 16 225 1101 1399 554;How many meetings of the group have been held to date ? ;1813 812 3618 12 4 596 113 78 2663 37 1143 577;As often has until now ? ;292 1711 76 825 362 577;9.045546098726644e-06;1;3
Welche konkreten Maßnahmen wurden erörtert ? ;1063 2007 179 401 961 554;What concrete measures have been discussed ? ;811 1862 644 113 78 945 577;What specific measures were ? ;811 428 644 114 577;0.004747907393410039;1;1
Die Anfrage besteht aus mehreren Teilen . ;37 2552 2137 181 9597 2156 25;This question covers several individual matters . ;162 213 164 182 1810 1857 26;The question is parts . ;226 213 28 2045 26;4.110067608220106e-05;1;4
Sie betrifft die Arbeitsgruppe der Kommission zu Fragen der Gleichstellung . ;394 474 16 2725 5 219 28 442 5 2957 25;It refers to the special Commission working group dealing with questions of equality . ;27 5581 37 4 1239 227 2225 596 2724 46 312 12 2329 26;They the issues equivalence . ;851 4 940 14920 26;7.503364902582691e-09;1;5
Ich hoffe , daß das in Zukunft anders sein wird und die Beratungen häufiger stattfinden , denn es gibt viele Fragen , die der Aufmerksamkeit der Kommission bedürfen , um die Maßnahmen zur Förderung einer stärkeren Gleichstellung zwischen Männern und Frauen zu beschleunigen und zum erfolgreichen Abschluß zu bringen . ;107 1845 14 30 15 4 1236 3918 1035 139 20 16 5021 14008 1239 14 568 27 1385 341 442 14 16 5 1018 5 219 2603 14 390 16 179 222 1687 456 9117 2957 192 2433 20 2412 28 4274 20 587 4123 1009 28 633 25;I hope that , in the future , things will change and meetings will become frequent , because there are many issues which require the attention of the Commission in order to speed up and conclude , as quickly as possible , those measures which will promote greater equality between men and women . ;117 136 31 20 3 4 959 20 1103 125 140 53 3618 125 666 4312 20 481 672 41 812 940 15 408 4 410 12 4 227 3 735 37 3999 890 53 1866 20 21 1865 21 209 20 1241 644 15 125 2710 1034 2329 201 869 53 870 26;I hope that the future different from and because there are many issues the draw attention Commission need to the measures promote greater and equality between and women speed up and . ;117 136 31 4 959 932 186 53 481 672 41 812 940 4 409 410 227 789 37 4 644 2710 1034 53 2329 201 53 870 3999 890 53 26;1.0305176893166049e-35;1;3
Frau Abgeordnete , es handelt sich um eine Ermahnung und nicht um eine Anfrage . ;617 2321 14 27 2592 180 390 211 0 20 315 390 211 2552 25;Mrs Avilés-Perea , that was an exhortation rather than a question . ;2185 0 20 31 834 13 0 1176 422 35 213 26;Mrs honourable Member , is a and not question . ;2185 2334 202 20 28 35 53 77 213 26;8.951521207082661e-11;1;3
Anfrage Nr . 39 von ( H-0807/99 ) ;2552 2399 25 3415 46 884 0 886;Question No 39 by ( H-0807/99 ) ;4798 1179 3171 10 900 0 902;Question No . 39 by ( ) ;4798 1179 26 3171 10 900 902;0.001316689942264057;1;5
Zu diesem Zweck wird jeder Mitgliedstaat Vorschläge im Rahmen einer Gemeinschaftsinitiative für sein Hoheitsgebiet vorlegen . ;710 137 4094 139 1861 1702 238 73 537 456 1684 32 1035 3592 2464 25;Under this umbrella , each Member State is to submit proposals in the form of a Community initiative programme for that particular country . ;4749 124 18322 20 950 202 1678 28 37 3222 248 3 4 524 12 35 250 649 163 61 31 438 788 26;this each Member State up submitting proposals Community initiative for . ;124 950 202 1678 890 3184 248 250 649 61 26;2.4649855705950163e-13;1;3
Welche Kriterien wird die Kommission zugrunde legen , um diese Programme der Mitgliedstaaten anzunehmen oder abzulehnen ? ;1063 243 139 16 219 543 2025 14 390 127 1342 5 193 6159 69 6404 554;What criteria will the Commission use to approve or reject the Member States programmes ? ;811 257 125 4 227 705 37 2709 66 5542 4 202 75 1325 577;What criteria will the Commission to Member States or refuse ? ;811 257 125 4 227 37 202 75 66 9027 577;1.1231612294819798e-09;1;2
Welches Gremium der Gemeinschaft wird die Finanzierung der Lenkungsgruppe und des Begleitausschusses sowie die korrekte und ordnungsgemäße Durchführung des Programms kontrollieren ? ;3879 2004 5 2590 139 16 1314 5 0 20 50 0 271 16 11593 20 2487 165 50 1821 3916 554;Which Community body will control the funding of the steering group and the monitoring committee and verify that the programme is carried out exactly and correctly ? ;3274 250 2568 125 218 4 1702 12 4 21265 596 53 4 1271 147 53 2348 31 4 163 28 2165 1073 1140 53 3492 577;What panel community the financing and the and and correct of the programme check ? ;811 6296 1793 4 5586 53 4 53 53 1482 12 4 163 3293 577;1.154735364212125e-14;1;2
Da sich der Beitrag des Europäischen Sozialfonds für den Zeitraum 2000-2006 auf 2 , 487 Milliarden Euro beläuft und die Initiative EQUAL von den Mitgliedstaaten mitfinanziert wird , wird die Kommission um Mitteilung ersucht , wie hoch der Beitrag Griechenlands sein wird . ;3729 180 5 2044 50 62 15257 32 33 160 1699 9 1700 14 0 2676 169 14594 20 16 640 0 46 33 193 0 139 14 139 16 219 390 261 5764 14 420 1169 5 2044 5402 1035 139 25;The European Social Fund contribution for the period 2000-2006 will total 2 487 billion euro . As the EQUAL initiative is a joint funding venture with the Member States , what will Greece s contribution amount to ? ;226 193 4319 2561 230 61 4 165 1672 125 1484 1674 0 2494 3073 26 292 4 1795 649 28 35 1532 1702 4919 46 4 202 75 20 467 125 3493 24 230 169 37 577;As the contribution of European Social Fund for the period 2000-2006 EUR billion and Member States will the Commission communication the adopted by the of Greece . ;292 4 230 12 193 4319 2561 61 4 165 1672 172 2494 53 202 75 125 4 227 270 4 1376 10 4 12 3493 26;2.2253091922655632e-32;1;3
Sie bezweckt die Bekämpfung von Diskriminierungen auf dem Arbeitsmarkt . ;394 6086 16 171 46 7701 9 61 2914 25;Its purpose is to combat discrimination in the workplace . ;4426 3254 28 37 2699 2260 3 4 2700 26;They does the honourable the fight against of discrimination labour market . ;851 456 4 2334 4 176 177 12 2260 2596 1266 26;6.499225682134704e-07;1;3
Dieses wichtige Element der Initiative möchte ich hervorheben . ;1501 1181 1263 5 640 108 210 5145 25;This is an important aspect of this initiative . ;162 28 13 183 555 12 124 649 26;This important initiative I would like to emphasise . ;162 183 649 117 427 118 37 1716 26;8.803787796017694e-06;1;4
Die im Rahmen der Gemeinschaftsinitiative ausgearbeiteten Programme der Mitgliedstaaten müssen den in der Verordnung über den Sozialfonds vorgesehenen Bestimmungen entsprechen . ;37 73 537 5 1684 12254 1342 5 193 317 33 4 5 2398 153 33 15257 1603 2256 5517 25;The Community initiative programme in each Member State must comply with the regulation . ;226 250 649 163 3 950 202 1678 347 4482 46 4 1036 26;The Community initiative programmes Member States must the on the provisions Social Fund . ;226 250 649 1325 202 75 347 4 82 4 2387 4319 2561 26;4.2872928070145533e-13;1;4
Sie wurde dem Parlament unterbreitet , und im nächsten Monat erwarten wir dessen Stellungnahme . ;394 412 61 63 5186 14 20 73 566 4766 1130 42 429 1721 25;It has been submitted to Parliament and we expect Parliament s opinion next month . ;27 76 78 3529 37 64 53 318 645 64 24 492 1260 3581 26;They Parliament and we expect . ;851 64 53 318 645 26;9.142417581011445e-11;1;1
Innerhalb der Europäischen Kommission ist die Generaldirektion für Beschäftigung für die Umsetzung zuständig , und außerdem wird die Haushaltskontrolle natürlich durch die Generaldirektion für Finanzkontrolle , das Amt für Betrugsbekämpfung und den Europäischen Rechnungshof ausgeübt . ;10644 5 62 219 7 16 403 32 2367 32 16 52 1440 14 20 479 139 16 6079 915 189 16 403 32 10318 14 15 9499 32 7301 20 33 62 3139 11586 25;Within the European Commission , the Directorate-General for Employment is responsible for implementation , while financial control is the responsibility of the Directorate-General for Financial Control , the Anti-Fraud Office and the European Court of Auditors . ;2506 4 193 227 20 4 417 61 1700 28 502 61 171 20 105 131 218 28 4 2611 12 4 417 61 3800 5602 20 4 30517 5188 53 4 193 491 12 2884 26;Within European Commission is the Directorate General for Employment for responsible and will the Budgetary Control Committee naturally Directorate-General for , for Court of Auditors exercised . ;2506 193 227 28 4 10397 3580 61 1700 61 502 53 125 4 5601 5602 1046 2775 417 61 20 61 491 12 2884 3397 26;9.24081276190743e-24;1;1
Andererseits führen die Verpflichtung zur transnationalen Zusammenarbeit und die komplizierten Anforderungen an die Planung und Umsetzung von Entwicklungspartnerschaften zwangsläufig zu Großprojekten , da nur sie diesen Bedingungen entsprechen können . ;5539 269 16 4505 222 18849 191 20 16 1922 3162 113 16 11613 20 52 46 0 5054 28 0 14 104 8 241 313 2591 5517 311 25;At the same time , the obligation to engage in transnational cooperation , the complicated demands of the plan and the implementation of a development partnership inevitably require large structures , as these are the only structures which can meet such demands . ;127 4 962 398 20 4 3807 37 2412 3 1825 197 20 4 4949 2166 12 4 189 53 4 171 12 35 569 5499 5913 408 1100 534 20 21 84 41 4 7 534 15 6 2550 972 2166 26;On the other hand the commitment transnational cooperation and decks challenges to planning and of because only meet this conditions . ;1906 4 731 728 4 3007 1825 197 53 17616 2591 37 1832 53 12 481 7 2550 124 258 26;9.550049330268125e-23;1;3
Zweitens verweise ich darauf , daß die Gemeinschaftsinitiative EQUAL nicht darauf abzielt , die Arbeitslosigkeit zu verringern , dazu wäre sie gar nicht in der Lage , oder einen Beitrag zur Beschäftigungsförderung zu leisten . ;2074 427 210 561 14 30 16 1684 0 315 561 7108 14 16 1983 28 3511 14 1064 1510 241 845 315 4 5 2721 14 69 232 2044 222 5796 28 1961 25;Secondly , I have to say that the aim of the EQUAL initiative is not to reduce unemployment , it cannot possibly deal with the issue of reducing unemployment , or to support an increase in employment . ;1971 20 117 113 37 471 31 4 535 12 4 1795 649 28 77 37 2701 1896 20 86 684 4075 321 46 4 216 12 2497 1896 20 66 37 133 13 650 3 1150 26;Secondly , I that the Community initiative aims unemployment reduce it not the or . ;1971 20 117 31 4 250 649 1398 1896 2701 86 77 4 66 26;6.59397990787933e-26;1;4
Dafür gibt es die europäische Beschäftigungsstrategie bzw . den Sozialfonds , der über außerordentlich umfangreiche Mittel , vor allem für Länder wie Griechenland , verfügt . ;4879 1385 27 16 748 5152 2286 25 33 15257 14 5 153 288 3997 1334 14 96 295 32 1527 420 3734 14 408 25;That is the job of the European Strategy for Employment and the Social Fund , which have huge sums of money and exceptionally large resources at their disposal , especially for countries like Greece . ;1014 28 4 1963 12 4 193 4753 61 1700 53 4 4319 2561 20 15 113 4047 3160 12 206 53 3948 1100 300 242 111 2210 20 944 61 715 118 3493 26;are the European Employment Strategy . the governing countries and Greece . ;41 4 193 1700 4753 26 4 7359 715 53 3493 26;6.234122025792879e-17;1;1
Die Initiative EQUAL hat eine konkrete Aufgabe . ;37 640 0 120 211 2551 287 25;The EQUAL initiative has a specific mission . ;226 1795 649 76 35 428 5000 26;The initiative a task . ;226 649 35 294 26;1.7421767553542952e-05;1;1
Anfrage Nr . 40 von ( H-0808/99 ) ;2552 2399 25 5262 46 884 0 886;Question No 40 by ( H-0808/99 ) ;4798 1179 3668 10 900 0 902;Question No . 40 by ( ) ;4798 1179 26 3668 10 900 902;0.0011850209480376514;1;5
Betrifft Artikel 13 VEU und die Beschäftigung In dem Entwurf einer Richtlinie der Kommission über einen allgemeinen Rahmen für die Gleichbehandlung im Bereich der Beschäftigung ist eine Ausnahme für religiöse Organisationen ( Artikel 4 . 2 ) vorgesehen . ;545 453 2735 0 20 16 2367 437 61 1330 456 1166 5 219 153 232 2622 537 32 16 2432 73 155 5 2367 7 211 4723 32 5508 2469 884 453 97 25 1700 886 1703 25;Subject Article 13 TEU and Employment The draft Commission Directive establishing a general framework for equal treatment in employment and occupation gives exemption to religious organisations ( Art . 4 . 2 ) . ;568 454 2541 13541 53 1700 226 1035 227 2162 198 35 1770 562 61 1018 2291 3 1150 53 5428 1871 5935 37 4982 1726 900 0 26 102 26 1674 902 26;Subject Article 13 and in the a directive Commission on general the equal treatment an employment exception surely in the for organisations ( Rule 4 . 2 ) . ;568 454 2541 53 3 4 35 1156 227 82 1770 4 1018 2291 13 1150 3952 5189 3 4 61 1726 900 1614 102 26 1674 902 26;5.929568466376299e-30;1;6
Vor einem Monat hat die Kommission entsprechend dem Gebot des Vertrages zur Umsetzung von Artikel 13 einen Vorschlag zur Durchsetzung der Gleichbehandlung im Bereich der Beschäftigung vorgelegt . ;740 48 4766 120 16 219 1438 61 12256 50 10952 222 52 46 453 2735 232 233 222 3142 5 2432 73 155 5 2367 2458 25;A month ago , the Commission submitted a proposal on equal treatment in employment , as prescribed in the Treaty , in order to implement Article 13 . ;1999 3581 742 20 4 227 3529 35 240 82 1018 2291 3 1150 20 21 6426 3 4 266 20 3 735 37 2094 454 2541 26;the the Commission the Treaty Article 13 launched a enforcement equal treatment employment submitted . ;4 4 227 4 266 454 2541 4392 35 9024 1018 2291 1150 3529 26;3.1381053411340703e-21;1;3
Das Diskriminierungsverbot stellt in diesem von uns vorgestellten Paket von Richtlinien und Programmen die Regel dar . ;157 0 2762 4 137 46 285 8166 7128 46 2307 20 1846 16 4797 2422 25;The ban on discrimination is the rule in the package of directives and programmes which we submitted . ;226 926 82 2260 28 4 3300 3 4 642 12 1432 53 1325 15 318 3529 26;This this us package of and programmes rule . ;162 124 295 642 12 53 1325 3300 26;8.282979542044839e-11;1;3
Ich will Ihnen an einem konkreten Beispiel deutlich machen , was ich meine . ;107 236 445 113 48 2007 2199 2339 397 14 184 210 836 25;Allow me to give you a specific example to illustrate this . ;4570 766 37 477 448 35 428 912 37 4571 124 26;I a of instance I think . ;117 35 12 2836 117 377 26;2.6507066498495896e-09;1;2
Verständlicherweise verlangt eine kirchliche Schule , daß die Lehrkraft der Konfession angehört , die auch diese Schule vertritt , und in diesem Fall wird einer Ausnahme auch stattgegeben . ;0 6806 211 0 9944 14 30 16 0 5 0 7572 14 16 188 127 9944 7934 14 20 4 137 908 139 456 4723 188 0 25;In a religious school , it is logical for an exemption to be requested and accepted in order to ensure that the teacher is of the faith to which the religious school in question belongs . ;451 35 4982 3272 20 86 28 4511 61 13 5935 37 8 4412 53 1304 3 735 37 770 31 4 4886 28 12 4 1058 37 15 4 4982 3272 3 213 12413 26;require a that the to what and this one of exception also be . ;408 35 31 4 37 467 53 124 413 12 3952 342 8 26;1.5613551725378772e-20;1;6
Um solche Fälle geht es . ;3702 866 3344 417 27 25;That is the sort of exemption we are talking about . ;1014 28 4 1313 12 5935 318 41 2761 339 26;In order case . ;451 735 922 26;0.0014069033606938202;1;2
Es sollen also keine generellen Ausnahmen zugelassen werden , sondern die differenzierte Behandlung , die den Mitgliedstaaten gewisse Sonderbestimmungen zugesteht , ist nur gerechtfertigt , wenn sie sich auf eine spezielle Ausbildung bezieht . ;416 270 720 80 7544 2401 3079 115 14 326 16 9865 3507 14 16 33 193 8006 0 0 14 7 8 7102 14 278 241 180 9 211 6421 1879 2288 25;Clearly this is not a general exemption and the different approach which allow Member States to introduce special provisions are only justified in the case of this special professional qualification . ;3458 124 28 77 35 1770 5935 53 4 932 1805 15 459 202 75 37 2327 1239 2387 41 7 2282 3 4 922 12 124 1239 4089 12381 26;It therefore general but differentiated treatment Member States some of is justified if a specific . ;27 29 1770 322 8279 2291 202 75 149 12 28 2282 121 35 428 26;3.82504886994027e-26;1;3
Das ist eine perverse Auslegung der Abschaffung der Diskriminierung . ;157 7 211 0 9879 5 4750 5 5121 25;This is a perverse interpretation of ending discrimination . ;162 28 35 13001 2823 12 5289 2260 26;This is a interpretation discrimination . ;162 28 35 2823 2260 26;2.0631229327110424e-08;1;5
So könnte eine Religionsschule beispielsweise durchaus zu einem Katholiken sagen Wir wollen Sie nicht einstellen , weil Sie homosexuell sind . ;1954 460 211 0 895 2160 28 48 0 436 129 90 394 315 7097 14 469 394 0 87 25;For instance , religious schools could quite properly say to a Roman Catholic for example we do not want to employ you because you are a gay man or because you are a lesbian . ;1671 2836 20 4982 5878 461 120 5183 471 37 35 14038 10538 61 912 318 580 77 738 37 3782 448 481 448 41 35 9414 1958 66 481 448 41 35 12783 26;could a , for example , , want not prepare for because you are . ;461 35 20 61 912 20 20 738 77 1528 61 481 448 41 26;1.4907129870891585e-15;1;5
Damit unterstützt die Kommission die Hierarchie der Unterdrückung . ;1528 1598 16 219 16 12905 5 325 25;Here we have from the Commission a reinforcement of a hierarchy of oppression . ;2163 318 113 186 4 227 35 17384 12 35 12366 12 5090 26;This the Commission hierarchy . ;162 4 227 12366 26;5.895046720484012e-06;1;4
Es besteht die Möglichkeit , eine Auswahl zu treffen , und zwar nur dort , wo spezielle Voraussetzungen erforderlich sind , die unmittelbar mit der auszuübenden Tätigkeit zusammenhängen . ;416 2137 16 2327 14 211 1826 28 1889 14 20 843 8 955 14 1673 6421 244 2730 87 14 16 962 131 5 0 1790 16997 25;It allows a choice to be made only where special qualifications are needed which relate directly to the activity in question . ;27 6133 35 2696 37 8 228 7 1042 1239 6486 41 3847 15 2286 1250 37 4 2408 3 213 26;It is the , and where need special . ;27 28 4 20 53 1042 789 1239 26;3.4205852890612955e-21;1;3
Hier geht es also um eine positive Diskriminierung . ;778 417 27 720 390 211 2174 5121 25;In other words , it is positive discrimination . ;451 731 1981 20 86 28 485 2260 26;Here is therefore a positive . ;2163 28 29 35 485 26;8.049948249180064e-07;1;1
Nur eine solche Ausnahme kann akzeptiert werden . ;2329 211 866 4723 371 2201 115 25;That is the only form of exemption which is acceptable . ;1014 28 4 7 524 12 5935 15 28 2202 26;Only exception can . ;2199 3952 6 26;3.260946904060398e-05;1;3
Anfrage Nr . 41 von ( H-0813/99 ) ;2552 2399 25 5005 46 884 0 886;Question No 41 by ( H-0813/99 ) ;4798 1179 4631 10 900 0 902;Question No . 41 by ( ) ;4798 1179 26 4631 10 900 902;0.001316689942264057;1;5
Für die benachteiligten Gebiete Europas haben wir natürlich die Kohäsionspolitik , und zur Umsetzung der Kohäsionspolitik arbeiten die Strukturfonds mit dem Sozial- sowie dem Agrarfonds zusammen und führen mit ihnen gemeinsame Aktionen durch . ;170 16 2091 1719 126 95 42 915 16 13642 14 20 222 52 5 13642 457 16 2388 131 61 4315 271 61 0 3725 20 269 131 150 321 1274 189 25;Obviously , the cohesion policy exists for less-favoured regions and cooperation and joint action by the Structural Funds , the Social Fund and the Agricultural Fund exist for the cohesion policy . ;1284 20 4 1786 552 2534 61 22869 1723 53 197 53 1532 188 10 4 2351 2352 20 4 4319 2561 53 4 2205 2561 1637 61 4 1786 552 26;For the less-favoured areas cohesion policy and cohesion policy work the Structural Funds with the and and . ;1671 4 22869 425 1786 552 53 1786 552 231 4 2351 2352 46 4 53 53 26;9.454130482677768e-26;1;4
Für besonders benachteiligte Gebiete steht ein Drittel des Gesamthaushalts zur Verfügung . ;170 525 14273 1719 36 67 9743 50 0 222 1219 25;I should point out that the funds available for regions with problems account for one third of the total budget . ;117 33 1089 1073 31 4 1238 2103 61 1723 46 388 2179 61 413 1508 12 4 1484 2120 26;For disadvantaged a of the . ;1671 6327 35 12 4 26;3.697951143430378e-09;1;4
Die Regionalpolitiken , die im Rahmen der gemeinsam beschlossenen europäischen Leitlinien in jedem Mitgliedstaat umgesetzt werden - jeder Mitgliedstaat trägt also die Verantwortung für die Verwirklichung dieses Programms - , zielen darauf ab , sowohl Frauen als auch Männern bessere Beschäftigungschancen zu bieten . ;37 0 14 16 73 537 5 2731 982 779 1683 4 2587 1702 2225 115 625 1861 1702 1458 720 16 2816 32 16 176 207 1821 625 14 13350 561 922 14 1051 2412 354 188 2433 2614 0 28 1948 25;The aim of these regional policies , which , of course , are implemented under the jointly agreed European guidelines in each Member State , i . e . each Member State is responsible for implementing this programme , is to increase opportunities for work for both men and women . ;226 535 12 84 1276 336 20 15 20 12 931 20 41 2109 1007 4 443 2715 193 1659 3 950 202 1678 20 1026 26 1027 26 950 202 1678 28 502 61 440 124 163 20 28 37 650 1830 61 231 61 593 869 53 870 26;The the of the European in - every Member State therefore the for this programme both women also better . ;226 4 12 4 193 3 638 996 202 1678 29 4 61 124 163 593 870 342 112 26;1.1107548329640843e-35;1;3
Dennoch versichere ich Ihnen , daß wir mit den vorhandenen Mitteln - auf die Sie Bezug nehmen - diese stark benachteiligten Gebiete nicht erreichen . ;2969 6889 210 445 14 30 42 131 33 2831 1251 625 9 16 394 605 659 625 127 2719 2091 1719 315 84 25;However , I can assure you that we do not , with the existing measures - which you have referred to - reach these severely less-favoured regions . ;843 20 117 6 3990 448 31 318 580 77 20 46 4 3086 644 638 15 448 113 130 37 638 993 84 4810 22869 1723 26;am However , I can that we the existing - your - disadvantaged areas . ;681 843 20 117 6 31 318 4 3086 638 1234 638 6327 425 26;3.0563598901389956e-18;1;3
Denn es sind Gebiete , in denen sich die Mangelerscheinungen überlagern und die jenen Gebieten vergleichbar sind , in denen wir gemeinsam arbeiten und wo fast nichts existiert . ;2082 27 87 1719 14 4 246 180 16 0 0 20 16 3107 493 2198 87 14 4 246 42 2731 457 20 1673 4443 2482 1665 25;They are areas where there is much need and we have to put them on an equal footing with those areas where we work in cooperation , where almost none exists . ;851 41 425 1042 672 28 781 789 53 318 113 37 348 161 82 13 1018 8179 46 1241 425 1042 318 231 3 197 20 1042 2852 4264 2534 26;and areas we together work and where nearly existence . ;53 425 318 991 231 53 1042 4728 6653 26;1.7683056206375852e-20;1;3
Ich kenne die von Ihnen erwähnten Programme gut . ;107 6101 16 46 445 1970 1342 2210 25;I am very familiar with the programmes which you refer to . ;117 681 372 719 46 4 1325 15 448 437 37 26;I have the you programmes good . ;117 113 4 448 1325 30 26;6.3502509619033355e-06;1;3
Ich kann Ihnen versichern , daß wir dort , wo sie am notwendigsten sind , nicht hingelangen . ;107 371 445 4268 14 30 42 955 14 1673 241 721 0 87 14 315 0 25;I can assure you that we are not reaching the areas where there is most need . ;117 6 3990 448 31 318 41 77 2886 4 425 1042 672 28 304 789 26;I can assure you that we there where , . ;117 6 3990 448 31 318 672 1042 20 26;1.2098746563657603e-12;1;6
Mit diesen Vorausschauen der Strukturpolitik - die ich sehr gut kenne - , mit den Vorausschauen von LEADER und der ländlichen Entwicklung gelingt es uns nicht , die Beschäftigung der Frauen in den am stärksten benachteiligten Gebieten zu fördern . ;2688 313 5580 5 8535 625 16 210 510 2210 6101 625 14 131 33 5580 46 1842 20 5 1841 190 2838 27 285 315 14 16 2367 5 2412 4 33 721 6446 2091 493 28 1835 25;With these forecasts of the structural policy - which I know very well - and the forecasts of LEADER and rural development , we will not promote , as we should , employment amongst women in the severely less-favoured regions . ;303 84 5144 12 4 2251 552 638 15 117 335 372 22 638 53 4 5144 12 1789 53 1760 569 20 318 125 77 2710 20 21 318 33 20 1150 2037 870 3 4 4810 22869 1723 26;With forecasts structural policy - I very - forecasts and the development rural we us not employment Union specific women in the most disadvantaged areas promote . ;303 5144 2251 552 638 117 372 638 5144 53 4 569 1760 318 295 77 1150 276 428 870 3 4 304 6327 425 2710 26;5.864944276640226e-27;1;3
Deshalb bitte ich Sie , die Möglichkeit der Anwendung von Kleinstkreditpolitiken zu prüfen . ;1010 578 210 394 14 16 2327 5 3282 46 0 28 2644 25;I would therefore ask you to study the possibility of applying microcredit policies . ;117 427 29 708 448 37 2708 4 3224 12 4820 25673 336 26;therefore ask I Union specific of . ;29 708 117 276 428 12 26;1.6294681625081277e-11;1;3
Anfrage Nr . 42 von ( H-0817/99 ) ;2552 2399 25 5006 46 884 0 886;Question No 42 by ( H-0817/99 ) ;4798 1179 4632 10 900 0 902;Question No . 42 by ( ) ;4798 1179 26 4632 10 900 902;0.0017555865896854094;1;5
Kann die Kommission ihre konkreten Absichten hinsichtlich der Vorlage eines neuen sozialen Aktionsprogramms darlegen ? ;548 16 219 807 2007 3064 331 5 1767 11 1273 2690 5153 553 554;Can the Commission say what its precise intentions are regarding the presentation of a new social action programme ? ;4228 4 227 471 467 170 1932 2831 41 678 4 1735 12 35 416 2253 188 163 577;Can the Commission intentions the a of a new social action ? ;4228 4 227 2831 4 35 12 35 416 2253 188 577;3.1698777474146366e-09;1;1
Um das Programm fertigzustellen und vorzulegen , müssen jedoch zuvor die Konsultationen mit dem Parlament , den Sozialpartnern und den Nichtregierungsorganisationen abgeschlossen werden . ;3702 15 158 0 20 2102 14 317 822 777 16 10040 131 61 63 14 33 13671 20 33 533 2771 115 25;In order to complete the programme and be able to present it , we first need to complete our consultations with Parliament , the social partners and non-governmental organisations . ;451 735 37 1993 4 163 53 8 79 37 153 86 20 318 457 789 37 1993 154 6056 46 64 20 4 2253 2702 53 2239 1726 26;In order the and , the with the Parliament social partners and . ;451 735 4 53 20 4 46 4 64 2253 2702 53 26;1.6247813625517465e-16;1;3
Auf dem Europäischen Rat von Lissabon soll versucht werden , einen neuen Ansatz in der Frage der sozialen Ausgrenzung bzw . des Zusammenhangs zwischen sozialer Ausgrenzung und Informationsgesellschaft sowie der Wirtschaftspolitik und den Reformen zu finden . ;2005 61 62 377 46 148 329 4270 115 14 232 1273 1866 4 5 202 5 2690 4287 2286 25 50 0 192 8170 4287 20 4060 271 5 1069 20 33 3236 28 214 25;The Lisbon European Council is trying to take a new approach to the question of social exclusion and the link between social exclusion and the information society , economic policy and reforms . ;226 152 193 143 28 2829 37 689 35 416 1805 37 4 213 12 2253 4008 53 4 1206 201 2253 4008 53 4 204 2502 20 623 552 53 1915 26;In European Council tried to approach in question of the social or . the between social exclusion and economic policy and . ;451 193 143 5362 37 1805 3 213 12 4 2253 66 26 4 201 2253 4008 53 623 552 53 26;1.565532210238109e-28;1;3
