Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.17638398115429918;1;1
Vielen Dank für die Antwort , Frau Kommissarin . ;924 925 32 16 2490 14 617 1349 25;I would thank the Commissioner for her answer . ;117 427 449 4 1168 61 356 479 26;Thank you for answer Commissioner . ;447 448 61 479 1168 26;9.034092013579399e-06;1;2
Ich bin dankbar dafür , daß die Kommission ein Aktionsprogramm angenommen hat . ;107 675 3350 938 14 30 16 219 67 10220 1480 120 25;I am grateful for the fact that the Commission has adopted an action plan . ;117 681 3101 61 4 531 31 4 227 76 1376 13 188 189 26;I am grateful , that the Commission adopted a . ;117 681 3101 20 31 4 227 1376 35 26;4.157981662138902e-08;1;3
Ich habe mich auf die Richtlinie bezogen , die die Kommission in bezug auf die obligatorische behindertengerechte Ausstattung von öffentlichen Verkehrsmitteln vorgelegt hat . ;107 284 1290 9 16 1166 6135 14 16 16 219 4 237 9 16 6380 0 2556 46 3299 16532 2458 120 25;I referred to the directive which the Commission has proposed on compulsory arrangements for means of public transport , so that people with special needs can use them . ;117 130 37 4 1156 15 4 227 76 393 82 3687 2265 61 11 12 971 975 20 1097 31 420 46 1239 298 6 705 161 26;I directive the Commission in mandatory of public transport . ;117 1156 4 227 3 5858 12 971 975 26;1.4617450176691254e-17;1;3
Vom Rat ist dieser Vorschlag noch nicht unterstützt worden , wir befinden uns derzeit in der Konsultationsphase . ;12855 377 7 82 233 613 315 1598 432 14 42 626 285 3504 4 5 0 25;It has not yet been passed by the Council it is at the consultation stage . ;27 76 77 418 78 2800 10 4 143 86 28 242 4 2238 1389 26;Council is this proposal not backing we are ones . ;143 28 124 240 77 4554 318 41 5109 26;7.385427029954671e-13;1;6
Dies geschieht entweder durch besondere Programme im Bildungssektor , für Jugendliche , Frauen oder den öffentlichen Bereich , oder es hat der Gegenstand einzelstaatlicher Politik zu sein . ;1045 3505 570 189 1900 1342 73 0 14 32 4296 14 2412 69 33 3299 155 14 69 27 120 5 588 5833 322 28 1035 25;That is dealt with either under special programmes in education , for young people , for women and for exchanges or must be a matter for national policy . ;1014 28 2085 46 1249 1007 1239 1325 3 2956 20 61 1816 420 20 61 870 53 61 1698 66 347 8 35 1077 61 316 552 26;This will happen either specific programmes or the public or aim policy . ;162 125 2176 1249 428 1325 66 4 971 66 535 552 26;1.0377701468643847e-19;1;3
Anfrage Nr . 45 von ( H-0006/00 ) ;2552 2399 25 2747 46 884 0 886;Question No 45 by ( H-0006/00 ) ;4798 1179 2552 10 900 0 902;Question No . 45 by ( ) ;4798 1179 26 2552 10 900 902;0.0013624779156386996;1;8
Betrifft Durchführung der Richtlinie 96/71/EG über die Entsendung von Arbeitnehmern Die Richtlinie über die Entsendung von Arbeitnehmern ist in Dänemark noch nicht umgesetzt , obwohl die Frist verstrichen ist . ;545 165 5 1166 0 153 16 8688 46 7444 37 1166 153 16 8688 46 7444 7 4 3996 613 315 2225 14 1104 16 1507 7123 7 25;Subject Compliance with Directive 96/71/EC concerning the posting of workers The posting of workers directive has still not been implemented in Denmark , even though the deadline has passed . ;568 4442 46 2162 24140 156 4 20721 12 1505 226 20721 12 1505 1156 76 639 77 78 2109 3 3729 20 976 1263 4 5856 76 2800 26;Subject directive of workers directive on of workers is not although deadline for elapsed . ;568 1156 12 1505 1156 82 12 1505 28 77 671 5856 61 8706 26;5.2339081512242414e-24;1;5
Es gibt daher zwei Lösungsmöglichkeiten die Richtlinie ist in Dänemark nicht anwendbar bzw . die Richtlinie erlegt Dänemark auf , allgemeinverbindliche Verträge einzuführen . ;416 1385 1138 372 0 16 1166 7 4 3996 315 1605 2286 25 16 1166 0 3996 9 14 0 709 7355 25;There are therefore two possible solutions either the Directive is inapplicable in Denmark , or Denmark is required by the Directive to introduce universally applicable agreements . ;1363 41 29 386 209 2093 1249 4 2162 28 0 3 3729 20 66 3729 28 2361 10 4 2162 37 2327 11639 3975 57 26;It are therefore directive is . the directive Denmark . ;27 41 29 1156 28 26 4 1156 3729 26;9.84123084048667e-21;1;5
Die Richtlinie der Europäischen Union über die Entsendung von Arbeitnehmern legt fest , daß die obligatorischen Regelungen in bezug auf die Arbeits- und Beschäftigungsbedingungen im Aufnahmeland auch für die Arbeitnehmer zu gelten haben , die in dieses Land entsandt wurden . ;37 1166 5 62 266 153 16 8688 46 7444 4482 1241 14 30 16 3949 4182 4 237 9 16 14111 20 0 73 0 188 32 16 1162 28 1422 95 14 16 4 207 817 15325 401 25;The European Union posting of workers directive stipulates that the compulsory rules concerning the terms and conditions of employment applicable in the host country must also apply to workers posted to that country . ;226 193 276 20721 12 1505 1156 3960 31 4 3687 1905 156 4 1854 53 258 12 1150 3975 3 4 9422 788 347 342 920 37 1505 24145 37 31 788 26;The directive European Union on of workers that the in and in for workers this country sent . ;226 1156 193 276 82 12 1505 31 4 3 53 3 61 1505 124 788 355 26;5.8067958653159826e-30;1;3
Danach sind zwei Möglichkeiten denkbar Entweder gelten die Rechtsvorschriften des Aufnahmelandes oder die Tarifverträge , die für einen bestimmten Zweig für allgemeinverbindlich erklärt wurden . ;8927 87 372 1740 8978 7398 1422 16 273 50 0 69 16 14745 14 16 32 232 4186 0 32 0 283 401 25;What it says it that one of two things may apply , i . e . either the legislation in the host country or the collective agreements which have been declared to be the rules universally applicable to a specific sector . ;811 86 6551 86 31 413 12 386 1103 319 920 20 1026 26 1027 26 1249 4 279 3 4 9422 788 66 4 841 57 15 113 78 6297 37 8 4 1905 11639 3975 37 35 428 692 26;This are two options either are deemed the legislation which a for . ;162 41 386 5391 1249 41 3882 4 279 15 35 61 26;1.7747997615965814e-20;1;4
Derzeit finden Gespräche zwischen der Europäischen Kommission und Dänemark statt , und es wird erwartet , daß Dänemark die Umsetzung dieser Richtlinie in einzelstaatliches Recht notifiziert . ;2848 214 3071 192 5 62 219 20 3996 934 14 20 27 139 6461 14 30 3996 16 52 82 1166 4 0 309 0 25;Discussions are being held between the European Commission and Denmark , and Denmark is expected to notify the Commission of the transposition of this directive into its national legislation . ;2667 41 313 2663 201 4 193 227 53 3729 20 53 3729 28 5711 37 3094 4 227 12 4 2018 12 124 1156 847 170 316 279 26;At between European Commission and Denmark and will expected that Denmark implementation these directive in ;127 201 193 227 53 3729 53 125 5711 31 3729 171 84 1156 3;1.115601420429976e-18;2;7
Die Frist zur Beantwortung der Fragen der Kommission ist am 6 . Dezember 1999 abgelaufen . Uns liegt keine Antwort vor . ;37 1507 222 2429 5 442 5 219 7 721 770 25 231 175 8399 25 6572 644 80 2490 96 25;The deadline by which it had to answer the Commission s questions expired on 6 December 1999 and we have not received a reply . ;226 5856 10 15 86 442 37 479 4 227 24 312 17211 82 785 238 180 53 318 113 77 1136 35 3406 26;The to Commission is 6 . December expired 1999 . is no answer . ;226 37 227 28 785 26 238 17211 180 26 28 740 479 26;1.808791788298197e-14;1;4
Wir warten nun ab und sehen den nächsten Schritten entgegen . ;129 391 349 922 20 504 33 566 6573 2295 25;We are waiting to see what the next move will be . ;40 41 3891 37 1351 467 4 1260 1352 125 8 26;We are and the next steps . ;40 41 53 4 1260 1911 26;9.349716251118806e-07;1;3
Vielen Dank für die deutliche Antwort , die - wenn korrekt gedolmetscht wurde - darauf hinausläuft , daß die Richtlinie über die Entsendung von Arbeitnehmern dem dänischen Staat auferlegt , ein System allgemeinverbindlicher Verträge einzuführen . ;924 925 32 16 8113 2490 14 16 625 278 5345 0 412 625 561 7800 14 30 16 1166 153 16 8688 46 7444 61 7179 35 9295 14 67 829 0 709 7355 25;Thank you for a very clear answer , the gist of which - if the interpretation is correct - is that the posting of workers directive entails an obligation on the part of the Danish state to establish a system of universally applicable agreements . ;447 448 61 35 372 72 479 20 4 12051 12 15 638 121 4 2823 28 1482 638 28 31 4 20721 12 1505 1156 8177 13 3807 82 4 142 12 4 3592 39 37 3092 35 848 12 11639 3975 57 26;Thank you for answer although properly - that the directive on of workers the with the Danish imposed on state . ;447 448 61 479 671 5183 638 31 4 1156 82 12 1505 4 46 4 3592 3859 82 39 26;1.0006196911071094e-25;1;5
Das ist zwar eine deutliche Antwort , doch möchte ich darauf hinweisen , daß für die dänischen Organisationen , die dänische Regierung und das dänische Parlament eine politisch sehr schwierige Situation entsteht . Bekanntlich gibt es grundlegende Unterschiede zwischen dem dänischen System , das weitgehend auf kollektiven Tarifvereinbarungen beruht , und dem kontinentalen System , das sich auf Rechtsvorschriften stützt . ;157 7 843 211 8113 2490 14 348 108 210 561 1249 14 30 32 16 7179 2469 14 16 3849 1087 20 15 3849 63 211 1931 510 3274 72 1258 25 10433 1385 27 373 2581 192 61 7179 829 14 15 3537 9 8252 0 10712 14 20 61 0 829 14 15 180 9 273 7083 25;It is a very clear answer , but it is also an answer , may I point out , which puts Danish organisations , the Danish Government and the Danish Parliament in a very , very difficult situation politically , for it is a well-known fact that there are a number of basic problems associated with the relationship between the Danish model , which is based quite obviously upon collective agreements , and the Continental model , which presupposes legislation . ;27 28 35 372 72 479 20 322 86 28 342 13 479 20 319 117 1089 1073 20 15 7021 3592 1726 20 4 3592 1082 53 4 3592 64 3 35 372 20 372 89 69 2971 20 61 86 28 35 6042 531 31 672 41 35 868 12 1808 388 5769 46 4 2681 201 4 3592 2717 20 15 28 1315 120 2420 1031 841 57 20 53 4 0 2717 20 15 5088 279 26;The is a answer but would I point out that Danish Danish Government and the Parliament very difficult situation . The are differences between Danish collective based largely and the system legislation . ;226 28 35 479 322 427 117 1089 1073 31 3592 3592 1082 53 4 64 372 89 69 26 226 41 2415 201 3592 841 1315 6305 53 4 848 279 26;4.4833522046602304e-45;1;4
Es besteht nicht im mindesten die Absicht , das in Dänemark oder irgendeinem anderen Land geltende System zu ändern . ;416 2137 315 73 0 16 1516 14 15 4 3996 69 15662 1242 817 3230 829 28 2328 25;Firstly , no attempt is being made to change the system in Denmark or in any other country . ;3579 20 740 2050 28 313 228 37 140 4 848 3 3729 66 3 452 731 788 26;It is not intention , the Denmark or any other system change . ;27 28 77 1494 20 4 3729 66 452 731 848 140 26;1.4040111171600343e-14;1;3
Nicht nur dort sind noch einige Fragen offen . ;3762 8 955 87 613 146 442 674 25;It is not only Denmark which has matters pending . ;27 28 77 7 3729 15 76 1857 6980 26;Not only HIV , place there an frankness . ;1695 7 16572 20 856 672 13 15615 26;0.005627508378334081;1;4
Wir erwarten nun , daß die Regierung Dänemarks sowie der neun weiteren Mitgliedstaaten in dieser Richtung tätig werden . ;129 1130 349 14 30 16 1087 0 271 5 988 2043 193 4 82 2900 3701 115 25;And this is the direction in which we expect the Danish and the other nine governments to move . ;1393 124 28 4 2690 3 15 318 645 4 3592 53 4 731 986 2321 37 1352 26;We expect now that the government and had of nine Member States in working in direction . ;40 645 362 31 4 830 53 442 12 986 202 75 3 2225 3 2690 26;2.1484263891111817e-12;1;4
Vielen Dank , Frau Kommissarin , für Ihr Engagement . ;924 925 14 617 1349 14 32 2112 1813 25;Thank you very much , Commissioner , for your dedication . ;447 448 372 781 20 1168 20 61 1234 10908 26;Thank you , Commissioner , for your commitment to . ;447 448 20 1168 20 61 1234 3007 37 26;3.761589143670684e-05;1;6
Sie haben Ihr heutiges Ziel , die Beantwortung aller Anfragen , erreicht . ;394 95 2112 0 1502 14 16 2429 958 298 14 686 25;You have fulfilled your objective for today , which is to answer all the questions . ;376 113 2923 1234 392 61 815 20 15 28 37 479 223 4 312 26;They have objective of all questions . ;851 113 392 12 223 312 26;9.226695499651616e-11;1;5
Wir beglückwünschen Sie . ;129 1352 394 25;We congratulate you . ;40 1335 448 26;We congratulate . ;40 1335 26;0.03188381065700137;1;4
Damit ist die Fragestunde an die Kommission beendet . ;1528 7 16 5212 113 16 219 3795 25;That concludes Question Time . ;1014 4363 4798 4799 26;is the Question Time the Commission . ;28 4 4798 4799 4 227 26;3.507965478895708e-06;1;4
( Die Sitzung wird um 19 . 50 Uhr unterbrochen und um 21 . 00 Uhr wiederaufgenommen . ) ;884 37 1634 139 390 6141 25 1816 1193 2960 20 390 6544 25 1192 1193 2961 25 886;( The sitting was suspended at 7 . 50 p . m . and resumed at 9 . 00 p . m . ) ;900 226 698 834 2745 242 786 26 4026 2747 26 1185 26 53 2748 242 1464 26 1184 2747 26 1185 26 902;( The sitting was 7 . 50 p and . at 12 . ) ;900 226 698 834 786 26 4026 2747 53 26 242 173 26 902;2.6831315988648447e-08;1;3
Entlastung 1997 ;6055 615;1997 discharge ;634 5578;discharge 1997 ;5578 634;0.2857142857142857;1;1
Nach der Tagesordnung folgt der Bericht ( A5-0004/2000 ) von Frau van der Laan im Namen des Ausschusses für Haushaltskontrolle zur Entlastung der Kommission ( SEK ( 1998 ) 520 - C4-0350/1998 , SEK ( 1998 ) 522 - C4-0351/1998 , SEK ( 1998 ) 519 - C4-0352/1999 ) und zum Abschluß der Haushaltsrechnung für die Ausführung des Gesamthaushaltsplans der Europäischen Gemeinschaften für das Haushaltsjahr 1997 ( Einzelpläne I - Parlament , II - Rat , III - Kommission , IV - Gerichtshof und V - Rechnungshof ) . ;2212 5 1002 3317 5 1506 884 0 886 46 617 6636 5 9747 73 1676 50 1677 32 6079 222 6055 5 219 884 19278 884 161 886 0 625 0 14 19278 884 161 886 0 625 0 14 19278 884 161 886 0 625 0 886 20 587 1009 5 0 32 16 6077 50 6723 5 62 3724 32 15 5795 615 884 11917 1843 625 63 14 1844 625 377 14 1822 625 219 14 387 625 478 20 6594 625 3139 886 25;The next item is the report ( A5-0004/2000 ) by Mrs van der Laan , on behalf of the Committee on Budgetary Control , on giving discharge to the Commission in respect of the implementation of the general budget of the European Communities for the 1997 financial year ( Section I - Parliament , II - Council , III - Commission , IV - Court of Justice and V - Court of Auditors ) [ SEC ( 1998 ) 520 - C4-0350/1998 , SEC ( 1998 ) 522 - C4-0351/1998 , SEC ( 1998 ) 519 - C4-0352/1999 ] ;226 1260 3063 28 4 1132 900 0 902 10 2185 7523 8945 8946 20 82 1641 12 4 1046 82 5601 5602 20 82 1105 5578 37 4 227 3 1032 12 4 171 12 4 1770 2120 12 4 193 4821 61 4 634 131 1013 900 11267 117 638 64 20 881 638 143 20 12233 638 227 20 403 638 491 12 3068 53 11265 638 491 12 2884 902 4345 31325 900 166 902 28622 638 0 20 31325 900 166 902 17312 638 0 20 31325 900 166 902 0 638 0 4346;The item is the ( ) by Mrs van der Laan on behalf of the Committee on Budgetary Control Commission discharge ( ( ) - , ( ) - , ( ) - ) and for of the general budget European communities for the financial year ( draft Sections I - , II the Council , III the Commission , IV - Court of Justice and V - Court Auditors ) . ;226 3063 28 4 900 902 10 2185 7523 8945 8946 82 1641 12 4 1046 82 5601 5602 227 5578 900 900 902 638 20 900 902 638 20 900 902 638 902 53 61 12 4 1770 2120 193 1761 61 4 131 1013 900 1035 11264 117 638 20 881 4 143 20 12233 4 227 20 403 638 491 12 3068 53 11265 638 491 2884 902 26;1.3981583429127787e-68;1;3
Die Frau Kommissarin ist im Augenblick noch nicht da , aber ich hoffe und erwarte , daß sie in den nächsten Minuten eintrifft . ;37 617 1349 7 73 3068 613 315 104 14 383 210 1845 20 3069 14 30 241 4 33 566 989 0 25;The Commissioner , Mrs Schreyer , is not here yet , but I hope , and expect , that she will arrive in the next few minutes . ;226 1168 20 2185 14329 20 28 77 712 418 20 322 117 136 20 53 645 20 31 2888 125 2449 3 4 1260 1730 987 26;The Mrs Commissioner is not generic also hope and that . ;226 2185 1168 28 77 15165 342 136 53 31 26;7.935860067709352e-17;1;7
Ich schlage vor , daß wir trotzdem bereits beginnen , in der Hoffnung , daß die Frau Kommissarin die Rede , insbesondere die der Berichterstatterin , wenn sie noch in ihrem Büro ist , dort verfolgen kann . ;107 3973 96 14 30 42 5498 260 3602 14 4 5 3014 14 30 16 617 1349 16 1208 14 185 16 5 3326 14 278 241 613 4 763 5354 7 14 955 3018 371 25;Nevertheless , I recommend that we start , in the hope that the Commissioner will be able to follow the debate , and particularly the rapporteur s speech , from her office , if that is where she still is . ;4144 20 117 9246 31 318 1004 20 3 4 136 31 4 1168 125 8 79 37 2792 4 269 20 53 480 4 1287 24 2827 20 186 356 1858 20 121 31 28 1042 2888 639 28 26;I propose that we that the Commissioner particularly rapporteur if is could . ;117 2879 31 318 31 4 1168 480 1287 121 28 461 26;4.931337109243817e-26;1;5
Herr Präsident , gewiß hat Frau Schreyer einen triftigen Grund für ihre Abwesenheit , denn andernfalls wäre ihr Fehlen unentschuldbar . ;53 54 14 5463 120 617 11585 232 0 928 32 807 5934 14 568 12111 1510 1401 519 0 25;Mr President , I am sure that Mrs Schreyer must have a very good reason for not being here because her absence would be inexcusable otherwise . ;47 58 20 117 681 999 31 2185 14329 347 113 35 372 30 979 61 77 313 712 481 356 2673 427 8 9558 3601 26;Mr President Schreyer a reason for their because ;47 58 14329 35 979 61 111 481;7.340718293726786e-14;2;2
Zunächst möchte ich meinen Kollegen für ihre Zusammenarbeit an diesem Bericht danken , denn ohne diesen Kollektivgeist würde der Bericht nicht so aussehen , wie er jetzt vor uns liegt . ;1457 108 210 1321 57 32 807 191 113 137 1506 448 14 568 1482 313 0 594 5 1506 315 208 6392 14 420 700 949 96 285 644 25;I would like to start by thanking my colleagues for their cooperation on this report , it would not be what it is today without that spirit of cooperation . ;117 427 118 37 1004 10 4921 844 1997 61 111 197 82 124 1132 20 86 427 77 8 467 86 28 815 1056 31 2360 12 197 26;Firstly would like I my Members who for their cooperation this report because without report us . ;3579 427 118 117 844 445 287 61 111 197 124 1132 481 1056 1132 295 26;3.7188250485062785e-26;1;5
Der Bericht erscheint daher zu einem entscheidenden Zeitpunkt , am Vorabend der Reformen des Herrn Kinnock . ;376 1506 4824 1138 28 48 6249 1917 14 721 11685 5 3236 50 143 6051 25;This report , therefore , appears at a crucial time , on the eve of Mr Kinnock s reforms . ;162 1132 20 29 20 910 242 35 2751 398 20 82 4 10985 12 47 5570 24 1915 26;The report therefore a at time eve reforms Mr Kinnock . ;226 1132 29 35 242 398 10985 1915 47 5570 26;4.483751150846922e-13;1;4
Wir haben eine Regelung für die whistleblowers gefordert und sie auch bekommen . ;129 95 211 1398 32 16 0 1071 20 241 188 1150 25;We asked for a whistle-blower s regulation , and this is now in place . ;40 314 61 35 0 24 1036 20 53 124 28 362 3 856 26;We have a for and ;40 113 35 61 53;1.1690131287315534e-08;1;4
Das Parlament wollte eine Trennung zwischen Finanzkontrolle und Überwachungsfunktionen . ;157 63 1962 211 8896 192 10318 20 0 25;Parliament wanted financial inspection and audit functions to be separated . ;64 4238 131 4126 53 10357 4935 37 8 10520 26;Parliament wanted to a and . ;64 4238 37 35 53 26;6.656428819675584e-08;1;6
Die ist bereits unter Dach und Fach . ;37 7 260 92 12877 20 12878 25;This has now been done . ;162 76 362 78 460 26;The is already the and . ;226 28 271 4 53 26;3.612825040277794e-05;1;2
Das Parlament fordert einen Verhaltenskodex für Kommissionsmitglieder und deren Kabinette . ;157 63 4678 232 9172 32 10175 20 2062 0 25;Parliament requires a code of conduct for Commissioners and Cabinets . ;64 1066 35 7042 12 2237 61 1952 53 0 26;Parliament calls on a for and . ;64 3794 82 35 61 53 26;4.6243426837180216e-08;1;5
Das Parlament hat die Kommission zum Verzicht auf ihre überzogenen Privilegien aufgefordert . ;157 63 120 16 219 587 9903 9 807 17834 12370 3448 25;Parliament asked the Commission to waive its excessive privileges . ;64 314 4 227 37 11501 170 1295 16165 26;Parliament has the Commission privileges . ;64 76 4 227 16165 26;1.546063978825317e-08;1;3
Dieser Forderung ist sie ebenfalls nachgekommen . ;1041 2166 7 241 1437 14996 25;It did this as well . ;27 823 124 21 22 26;This is . ;162 28 26;8.086445354998242e-05;1;2
Außerdem hat sich die Kommission verpflichtet , beim Programm SEM-2000 mit dem Parlament zusammenzuarbeiten . ;624 120 180 16 219 4310 14 2356 158 0 131 61 63 3021 25;The Commission has also entered into commitments to cooperate with Parliament in terms of SEM 2000 . ;226 227 76 342 5180 847 4884 37 288 46 64 3 1854 12 34231 1340 26;Moreover , Commission with in Parliament cooperate . ;3266 20 227 46 3 64 288 26;3.1794590153836234e-11;1;3
Doch wir wollen noch mehr . ;1072 42 90 613 68 25;We want more than that , however . ;40 738 65 422 31 20 693 26;But we want to . ;1846 318 738 37 26;7.550125945374787e-05;1;5
Das ist nicht nur für eine solide öffentliche Verwaltung nötig , sondern eine conditio sine qua non , mit der wir das Vertrauen der europäischen Bürgerinnen und Bürger wiedergewinnen können . ;157 7 315 8 32 211 4080 3777 5138 4453 14 326 211 0 0 0 0 14 131 5 42 15 1132 5 779 6987 20 312 0 311 25;This is not only necessary for proper public administration , it is a conditio sine qua non of regaining the trust of the European citizen . ;162 28 77 7 299 61 1118 971 3551 20 86 28 35 0 7505 7506 7507 12 5569 4 2810 12 4 193 3235 26;The is not only solid public administration but , we European and . ;226 28 77 7 4139 971 3551 322 20 318 193 53 26;1.9341837403805317e-22;1;5
Auf der anderen Seite müssen wir intern zügig eine Regelung finden , um die Vertraulichkeit sensibler Dokumente gewährleisten zu können . ;2005 5 1242 357 317 42 8366 6557 211 1398 214 14 390 16 13438 4431 3453 1431 28 311 25;This , however , presupposes that we set up an internal scheme quickly in order to be able to guarantee the confidentiality of sensitive documents . ;162 20 693 20 5088 31 318 115 890 13 1402 676 1865 3 735 37 8 79 37 1400 4 8273 12 2678 2008 26;In other must we a to the ensure sensitive to . ;451 731 347 318 35 37 4 770 2678 37 26;2.1107707128590055e-15;1;3
Sollte das Konzept stimmen , stellt es gegenüber heute einen enormen Rückschritt dar . ;6419 15 9556 2276 14 2762 27 136 64 232 5964 16450 2422 25;If the current draft is correct , then this is a huge step backwards in comparison to today . ;324 4 1779 1035 28 1482 20 330 124 28 35 4047 1039 6739 3 5303 37 815 26;If the concept vote today a . ;324 4 4955 1181 815 35 26;7.672496736894802e-10;1;5
Es darf nicht mehr so sein , daß finanzkräftige Organisationen über ihre Vertreter in Brüssel an Informationen gelangen können und der Normalbürger nicht . ;416 1254 315 68 208 1035 14 30 0 2469 153 807 855 4 1544 113 196 6321 311 20 5 0 315 25;We must put an end to the situation in which financially powerful organisations with representation in Brussels are able to access information whilst the ordinary citizen is not . ;40 347 348 13 349 37 4 69 3 15 6402 4318 1726 46 4598 3 1202 41 79 37 1713 204 4531 4 3234 3235 28 77 26;It not be that organisations over in representative Brussels in information and . ;27 77 8 31 1726 96 3 2795 1202 3 204 53 26;3.885086713122966e-19;1;5
Wenn der Rechnungshof signalisiert , daß ein Problem nicht ein , sondern zwei Jahre nacheinander auftritt , ist die Leitung zur Verantwortung zu ziehen , die das auch bei ihrer Laufbahnplanung zu spüren bekommen muß . ;112 5 3139 6941 14 30 67 116 315 67 14 326 372 385 0 14022 14 7 16 3839 222 2816 28 3640 14 16 15 188 228 93 0 28 11894 1150 334 25;Furthermore , it should be the case that , if the Court of Auditors detects a mistake not just one year but two years running , the management should be held responsible for it , and this will have an effect on chances of promotion . ;637 20 86 33 8 4 922 31 20 121 4 491 12 2884 20992 35 6606 77 340 413 1013 322 386 397 5845 20 4 2216 33 8 2663 502 61 86 20 53 124 125 113 13 2454 82 21164 12 5262 26;If Court Auditors that a problem but for the their . ;324 491 2884 31 35 123 322 61 4 111 26;7.635595299637142e-26;1;4
Schließlich bedarf es selbstverständlich auch einer besseren Zusammenarbeit zwischen dem Europäischen Rechnungshof und seinen nationalen Pendants . ;1659 5366 27 3102 188 456 1747 191 192 61 62 3139 20 197 300 0 25;Ultimately , we also need to achieve better cooperation , of course , between the European Court of Auditors and its national counterparts . ;18181 20 318 342 789 37 646 112 197 20 12 931 20 201 4 193 491 12 2884 53 170 316 9570 26;Finally , a better cooperation between the European Court of Auditors and its ;2428 20 35 112 197 201 4 193 491 12 2884 53 170;4.222652213185891e-12;2;6
Seit 1996 hat die Entlastung an politischer Bedeutung gewonnen . ;3022 5214 120 16 6055 113 3972 1337 3218 25;Mr President , since 1996 , the discharge has acquired a heavy , political significance . ;47 58 20 107 4801 20 4 5578 76 6085 35 4157 20 668 3791 26;Since 1996 has the . ;2796 4801 76 4 26;1.8555400823245936e-06;1;2
Sie ist eines der stärksten Machtinstrumente , über die das Parlament verfügt , und muß deshalb überlegt eingesetzt werden . ;394 7 11 5 6446 0 14 153 16 15 63 408 14 20 334 1520 7252 5203 115 25;It is one of the most powerful weapons Parliament has and must therefore be deployed with care . ;27 28 413 12 4 304 4318 3650 64 76 53 347 29 8 8526 46 769 26;They is one of most Parliament has and therefore . ;851 28 413 12 304 64 76 53 29 26;4.7277154964690273e-17;1;3
Aller Wahrscheinlichkeit nach werden wir daher morgen die Entlastung erteilen . ;0 6801 147 115 42 1138 530 16 6055 5663 25;This is why we will most probably grant the discharge tomorrow . ;162 28 710 318 125 304 697 5579 4 5578 1182 26;we will therefore giving discharge . . ;318 125 29 1105 5578 26 26;7.80203766636768e-08;1;3
Allerdings geben wir diese Waffe nicht aus der Hand , ohne eine Zeitbombe zu legen . ;1765 66 42 127 5123 315 181 5 2336 14 1482 211 4177 28 2025 25;However , we are not surrendering this weapon without placing a time bomb in its place . ;843 20 318 41 77 17509 124 4007 1056 8056 35 398 10567 3 170 856 26;However , we a weapon in without a time bomb . ;843 20 318 35 4007 3 1056 35 398 10567 26;3.5660575188189272e-12;1;3
Für das Jahr 1999 wird die Entlastung nämlich erst dann erteilt , wenn die vom Rechnungshof monierten finanziellen Unregelmäßigkeiten geklärt sind . ;170 15 105 175 139 16 6055 681 814 569 3917 14 278 16 743 3139 0 3627 7296 1447 87 25;Indeed , the 1999 discharge will not be given until all financial irregularities highlighted by the Court of Auditors have been cleared up . ;1485 20 4 180 5578 125 77 8 1101 825 223 131 6751 2703 10 4 491 12 2884 113 78 5010 890 26;For the 1999 the if the Court of Auditors financial be clarified . ;1671 4 180 4 121 4 491 12 2884 131 8 5779 26;4.915732159486388e-18;1;3
Dieser Bericht über die Entlastung ist selbstverständlich an die Kommission gerichtet . ;1041 1506 153 16 6055 7 3102 113 16 219 1426 25;Finally , this discharge report is naturally addressed to the Commission . ;2428 20 124 5578 1132 28 2775 3573 37 4 227 26;This over the is discharge the Commission . ;162 96 4 28 5578 4 227 26;2.4816270797304585e-08;1;2
Solange wir kein Statut haben , sind wir als Motor für das Reformpaket der Union unglaubwürdig . ;12692 42 1674 2167 95 14 87 42 354 379 32 15 14624 5 266 0 25;As long as we have no status , we are not credible as a force for reforming the Union . ;292 405 21 318 113 740 2057 20 318 41 77 3625 21 35 2974 61 3553 4 276 26;As long as we statute we for the Union . ;292 405 21 318 2047 318 61 4 276 26;4.398833502895562e-13;1;6
Die Reform der Institutionen der EU ist eine Grundvoraussetzung für den weiteren Aufbau Europas . ;37 956 5 780 5 31 7 211 14644 32 33 2043 306 126 25;The reforms of the European institutions are necessary in order to be able to continue Europe s development process . ;226 1915 12 4 193 793 41 299 3 735 37 8 79 37 268 135 24 569 214 26;The reform institutions EU basic requirement for the further Europe s . ;226 965 793 32 1808 3738 61 4 2180 135 24 26;3.587650312996689e-10;1;5
Nur ein offenes und demokratisches Europa kann schlagkräftig und gerecht sein . ;2329 67 8043 20 8786 365 371 0 20 4163 1035 25;We cannot have a decisive and fair Europe unless it is also open and democratic . ;40 684 113 35 2878 53 2637 135 3348 86 28 342 1068 53 217 26;Only a an open and democratic Europe can and . ;2199 35 13 1068 53 217 135 6 53 26;7.653186800601269e-08;1;4
Alle Organe müssen nun gemeinsam ans Werk gehen , um dieses Europa zu schaffen . ;2687 959 317 349 2731 11276 10684 692 14 390 207 365 28 2299 25;All institutions must now join forces in order to work together towards building this type of Europe . ;918 793 347 362 1728 1729 3 735 37 231 991 144 44 124 350 12 135 26;All bodies must now we go this Europe . ;918 967 347 362 318 423 124 135 26;7.923285583828167e-09;1;3
