Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.12152516522623286;1;2
Dazu haben wir einen Änderungsantrag eingebracht . ;965 95 42 232 1187 9201 25;We have submitted an amendment to this effect . ;40 113 3529 13 2123 37 124 2454 26;we tabled that amendment . ;318 63 31 2123 26;7.231275147328865e-05;1;3
Die Archive der Kommission lassen viel zu wünschen übrig . ;37 0 5 219 680 303 28 4630 7443 25;The Commission s records leave a great deal to be desired . ;226 227 24 6937 2835 35 320 321 37 8 2603 26;The Commission the much be desired . ;226 227 4 781 8 2603 26;1.5258586052244868e-05;1;3
Noch ein Wort zur ex-post-Kontrolle , zu den DAS . ;1929 67 1500 222 0 14 28 33 0 25;I would also like to say a few words about ex post financial control . ;117 427 342 118 37 471 35 1730 1981 339 12080 3498 131 218 26;- Attwooll ;638 3933;3.866406559219109e-05;2;6
Zum Teil ist Herr van Hulten schon in seinem Bericht darauf eingegangen . ;1099 1293 7 53 6636 0 2047 4 1161 1506 561 3776 25;This has also been partly dealt with in the van Hulten report . ;162 76 342 78 1967 2085 46 3 4 7523 13907 1132 26;Some is Mr van his report . ;2503 28 47 7523 706 1132 26;1.3564103927876187e-06;1;3
Jetzt herrscht allenthalben der Eindruck , alles im europäischen Haushalt sei schlecht . ;1338 2648 0 5 2351 14 406 73 779 5754 847 5872 25;The general impression at present is that anything budget-related within Europe is bad . ;226 1770 2219 242 153 28 31 581 0 561 135 28 866 26;Now is European budget was bad . ;2537 28 193 2120 834 866 26;6.9553616819679e-07;1;2
Kann das sein ? ;548 15 1035 554;Is this possible ? ;1638 124 209 577;Can ;4228;0.02263013989541026;2;5
Ich möchte der Kommission vorschlagen , eine deadline für die Umsetzung der Reformen zu setzen . ;107 108 5 219 2206 14 211 0 32 16 52 5 3236 28 339 25;I would like to suggest to the Commission that it prescribe a deadline by which the reforms have to be carried out . ;117 427 118 37 5030 37 4 227 31 86 8519 35 5856 10 15 4 1915 113 37 8 2165 1073 26;I would like propose Commission ;117 427 118 2879 227;1.676614259144398e-08;2;3
Wenn wir neue Mitgliedstaaten aufnehmen , darf es nicht sein , daß wir in unserem eigenen Haus noch keine Ordnung geschaffen haben . ;112 42 402 193 3263 14 1254 27 315 1035 14 30 42 4 541 542 2278 613 80 2980 1979 95 25;If we admit new Member States then we need to put our own House in order first . ;324 318 2617 416 202 75 330 318 789 37 348 154 1195 1479 3 735 457 26;If we new Member States not that we our own House still no order . ;324 318 416 202 75 77 31 318 154 1195 1479 639 740 735 26;1.1102536988586326e-11;1;2
Herr Präsident , sehr geehrte Kolleginnen und Kollegen ! ;53 54 14 510 8179 56 20 57 58;Mr President , I would firstly like to thank Mr van Hulten . ;47 58 20 117 427 1399 118 37 449 47 7523 13907 26;Mr President ladies ;47 58 1169;0.0011610384667275775;2;1
Zunächst mein Dank an den Kollegen van Hulten . ;1457 1459 925 113 33 57 6636 0 25;It is his first report here in plenary . ;27 28 706 457 1132 712 3 3178 26;I would Firstly like the ;117 427 3579 118 4;2.5557437111701543e-05;2;7
Liebe Kolleginnen und Kollegen , der Bericht ist unter schwierigen Umständen entstanden und kommt womöglich zu spät . ;6715 56 20 57 14 5 1506 7 92 2319 3160 3010 20 1078 12302 28 5426 25;It is a report which came about with difficulty and may well be too late . ;27 28 35 1132 15 925 339 46 3865 53 319 22 8 404 2664 26;Ladies report gentlemen and is circumstances difficult and perhaps late . ;4326 1132 1170 53 28 1926 89 53 704 2664 26;6.149492113318938e-09;1;3
Der zweite Bericht Unabhängiger Sachverständiger wurde im September vorgelegt . ;376 1531 1506 0 18208 412 73 9041 2458 25;The second report of the Wise Men arrived in September . ;226 1292 1132 12 4 8839 8840 2553 3 7695 26;The second report Experts September . ;226 1292 1132 3565 7695 26;4.854606830811391e-06;1;3
Herr Präsident ! Es ist noch nicht einmal ein Jahr vergangen , und schon zeigt sich ein deutlicher Unterschied in der Bewertung des Parlaments zwischen dem ersten und zweiten Bericht . ;53 54 58 416 7 613 315 627 67 105 10376 14 20 2047 1533 180 67 2642 4420 4 5 3314 50 572 192 61 870 20 3065 1506 25;Mr President , a year has not yet passed , but it is already clear that Parliament is going to evaluate the first and second reports differently . ;47 58 20 35 1013 76 77 418 2800 20 322 86 28 271 72 31 64 28 2335 37 6681 4 457 53 1292 4386 3155 26;Mr President , is not have passed since for and here a clear difference the evaluation of the Parliament between the first and the second report . ;47 58 20 28 77 113 2800 107 61 53 712 35 72 2778 4 5112 12 4 64 201 4 457 53 4 1292 1132 26;1.7740182819852244e-15;1;3
Gewerkschaftsvertreter finden sich im Disziplinarrat und im Statutsbeirat , so daß unredliche Beamte unabsetzbar werden und Statuten unabänderlich bleiben . ;0 214 180 73 0 20 73 0 14 208 30 0 6095 0 115 20 0 0 678 25;Trade union representatives sit on the Disciplinary Board and the Staff Regulations Committee , thereby making it impossible to remove disloyal officials and preserving the Staff Regulations in their fossilised state . ;1916 3309 802 6195 82 4 0 4183 53 4 10250 10251 1046 20 8312 998 86 1584 37 4523 0 5617 53 4960 4 10250 10251 3 111 20951 39 26;they will and become refugees officials and . ;108 125 53 666 254 5617 53 26;1.8520549798982243e-12;1;3
Das ist womöglich die Erklärung dafür , warum wir auch im Ausschuß für Haushaltskontrolle mehr Schwierigkeiten als erwartet mit diesem Thema hatten . ;157 7 12302 16 896 938 14 477 42 188 73 1052 32 6079 68 1060 354 6461 131 137 414 140 25;This may explain why we experienced more difficulties than anticipated in the Committee on Budgetary Control as regards this issue . ;162 319 487 710 318 1406 65 1060 422 5145 3 4 1046 82 5601 5602 21 2429 124 216 26;This is why we Committee on for Budgetary Control ;162 28 710 318 1046 82 61 5601 5602;8.674652610558833e-12;4;2
Trotzdem kann sich das Ergebnis , so wie es jetzt auf dem Tisch liegt , sehen lassen , und ich möchte dem Kollegen van Hulten ausdrücklich für seine Arbeit an diesem Bericht danken . ;3406 371 180 15 1164 14 208 420 27 949 9 61 2135 644 14 504 680 14 20 210 108 61 57 6636 0 1633 32 164 223 113 137 1506 448 25;Nevertheless , the outcome is now on the table and there for all to see , and I would expressly like to thank Mr van Hulten for the work he has done on this report . ;4144 20 4 2111 28 362 82 4 2665 53 672 61 223 37 1351 20 53 117 427 3079 118 37 449 47 7523 13907 61 4 231 711 76 460 82 124 1132 26;Nevertheless , can the result and see let I would like Van den explicitly his thank this report . ;4144 20 6 4 1291 53 1351 1749 117 427 118 7252 10522 2465 706 449 124 1132 26;1.9495988312674203e-18;1;3
Lassen Sie mich mit der wichtigsten Vorgabe anfangen . ;2424 394 1290 131 5 3362 0 4383 25;Allow me to start with the most important demand . ;4570 766 37 1004 46 4 304 183 2915 26;Let the most important relate to . ;334 4 304 183 2286 37 26;1.3527755668162897e-05;1;3
Wir wollen keine Abschaffung der Finanzkontrolle . ;129 90 80 4750 5 10318 25;We do not want financial control to be abolished . ;40 580 77 738 131 218 37 8 9979 26;We want no financial control ;40 738 740 131 218;0.00030311516860155976;2;2
Ich habe nicht genau nachgezählt , aber die Haushaltsordnung der Gemeinschaft und die dazu gehörigen Ausführungsbestimmungen sprechen an fast 100 verschiedenen Stellen vom Finanzkontrolleur , seiner Unabhängigkeit und den ihm zugewiesenen Aufgaben . ;107 284 315 3585 0 14 383 16 10273 5 2590 20 16 1064 0 0 1562 113 4443 4572 59 1757 743 0 14 696 7782 20 33 1110 12930 1938 25;I do not have exact figures , but the Community s budgetary discipline and the associated implementing provisions apply to almost 100 different areas of responsibility of the financial controller , to his or her independence and the tasks assigned to this office . ;117 580 77 113 7130 1294 20 322 4 250 24 1243 6317 53 4 5769 440 2387 920 37 2852 4277 932 425 12 2611 12 4 131 5618 20 37 706 66 356 7139 53 4 522 11809 37 124 1858 26;I not exactly but the Financial Regulation Community and the it carry out which independent almost it 100 bodies and ring-fence functions unallocated . ;117 77 1140 322 4 3800 2262 250 53 4 86 3556 1073 15 2908 2852 86 4277 967 53 24358 4935 24359 26;2.2430060423804178e-14;1;3
Das kann nicht ignoriert oder umgangen werden , auch nicht mit sogenanntem soft law , wie es einmal in einer Sitzung unseres Ausschusses angeklungen ist . ;157 371 315 8841 69 13471 115 14 188 315 131 0 0 0 14 420 27 627 4 456 1634 358 1677 0 7 25;This cannot be ignored or evaded , certainly not on account of soft law , as was once suggested at a meeting of our Committee . ;162 684 8 7915 66 26544 20 2292 77 82 2179 12 928 2540 20 21 834 73 592 242 35 1290 12 154 1046 26;The it cannot not ignored or not circumvented Iraq war Vive how meeting of our Committee on . ;226 86 684 77 7915 66 77 26669 5387 2982 12033 431 1290 12 154 1046 82 26;3.0537027550189795e-12;1;3
Ich kann nur unterstreichen , daß dies die wirklich harten Nüsse sind , die endlich geknackt werden müssen ! ;107 371 8 1593 14 30 302 16 1921 7793 0 87 14 16 1976 0 115 317 58;I can only emphasise that these are the really hard nuts that finally need to be cracked . ;117 6 7 1716 31 84 41 4 3346 1842 4272 31 3046 789 37 8 31681 26;I can underline that this genuine at last . ;117 6 2510 31 124 4549 242 1416 26;4.753452232945466e-10;1;1
Jedenfalls meinen Glückwunsch zu seinem Bericht . ;14373 1321 12105 28 1161 1506 25;I would in any case like to congratulate him on his report . ;117 427 3 452 922 118 37 1335 2247 82 706 1132 26;In any case think ;451 452 922 377;0.00041827920042438274;3;3
So können wir der europäischen Demokratie den besten Dienst erweisen . ;1954 311 42 5 779 597 33 722 5383 3392 25;This is the best support we can give to European democracy . ;162 28 4 725 133 318 6 477 37 193 613 26;can democracy European to service to the best . ;6 613 193 37 1151 37 4 725 26;9.244665975035125e-06;1;3
Sehr geehrter Herr Kollege , nach diesem Test sollten Sie sich für die Olympischen Spiele qualifizieren können . ;2895 9805 53 1460 14 147 137 7576 1614 394 180 32 16 13245 9925 0 311 25;Mr van Hulten , I think you deserve a medal for your efforts . ;47 7523 13907 20 117 377 448 2891 35 0 61 1234 2271 26;, Mr , after test should Olympics Games . ;20 47 20 2532 6977 33 23887 12799 26;1.8974521733929867e-10;1;2
Zwei Punkte verdienen nach Ansicht der ELDR-Fraktion besondere Aufmerksamkeit . ;4989 400 3379 147 480 5 6452 1900 1018 25;There are two points which , in my opinion , deserve special attention on the part of the ELDR . ;1363 41 386 199 15 20 3 844 492 20 2891 1239 410 82 4 142 12 4 5924 26;Two points ELDR Group attention to ;741 199 5924 234 410 37;9.203139338804095e-05;2;1
Erstens die individuelle Verantwortung der Kommissionsmitglieder . ;3831 16 11072 2816 5 10175 25;Firstly , there is the Commissioners individual responsibility . ;3579 20 672 28 4 1952 1810 2611 26;Firstly , individual responsibility the ;3579 20 1810 2611 4;0.019043480060429212;2;2
Die Regierungskonferenz muß dafür eine Regelung finden . ;37 463 334 938 211 1398 214 25;This must be regulated during the IGC . ;162 347 8 6039 755 4 1006 26;The Intergovernmental Conference must a regulation . ;226 473 474 347 35 1036 26;9.333747776608034e-05;1;3
Zweitens - mein Kollege Mulder hat bereits darauf hingewiesen - sollte nach Ansicht der ELDR-Fraktion auch das Europäische Parlament von unabhängigen Sachverständigen durchleuchtet werden . ;2074 625 1459 1460 12975 120 260 561 1651 625 694 147 480 5 6452 188 15 1801 63 46 3597 3444 0 115 25;Secondly , as already mentioned by my colleague , Mr Mulder , the ELDR is of the opinion that the European Parliament should also be investigated by independent experts . ;1971 20 21 271 546 10 844 1436 20 47 12458 20 4 5924 28 12 4 492 31 4 193 64 33 342 8 7225 10 2908 3577 26;Secondly , my Mulder Member already - ELDR Group should the European Parliament of ;1971 20 844 12458 202 271 638 5924 234 33 4 193 64 12;7.457370352132508e-13;3;3
Damit könnte ein substantieller Beitrag zur Wiederherstellung des Vertrauens der Bürgerinnen und Bürger Europas in diese Institution geleistet werden . ;1528 460 67 0 2044 222 9506 50 3044 5 6987 20 312 126 4 127 2760 3159 115 25;This will contribute hugely towards re-establishing the confidence of the European citizens in this institution . ;162 125 2479 19838 144 12415 4 1121 12 4 193 333 3 124 2562 26;This could a contribution restore of the confidence of and of Europe ;162 461 35 230 5854 12 4 1121 12 53 12 135;2.5587440438684415e-10;2;3
Ich bin sicher , daß sie ihm unter anderem dazu dienen wird , daß sein zweiter Bericht an Flexibilität gewinnt und er daran arbeitet , stärker den Konsens aller Fraktionen zu suchen . ;107 675 854 14 30 241 1110 92 1396 1064 328 139 14 30 1035 8630 1506 113 4594 8479 20 700 941 10055 14 1543 33 3538 958 2277 28 1969 25;I am sure that it will serve , amongst other things , to make his second report more flexible and for him to step up efforts to find a consensus amongst the groups . ;117 681 999 31 86 125 3347 20 2037 731 1103 20 37 119 706 1292 1132 65 2592 53 61 2247 37 1039 890 2271 37 210 35 674 2037 4 1054 26;I am sure that will them that second report of flexibility and he that consensus is work seek seek of all political groups . ;117 681 999 31 125 161 31 1292 1132 12 1029 53 711 31 674 28 231 1707 1707 12 223 668 1054 26;2.141745236607667e-20;1;2
Jetzt scheint es langsam ernst zu werden . ;1338 583 27 3202 4093 28 115 25;It now appears that this desire is more serious . ;27 362 910 31 124 669 28 65 860 26;Now seems slowly ;2537 602 2948;2.9116053319390217e-05;2;3
Deshalb fordern wir von ihm ein mutiges Programm , dann nämlich , so kann ich ihm versichern , wird dieses Parlament der Kommission bei diesem Reformprozeß zur Seite stehen . ;1010 2692 42 46 1110 67 0 158 14 569 681 14 208 371 210 1110 4268 14 139 207 63 5 219 228 137 6126 222 357 792 25;We therefore ask that his programme be a bold one and , if it is , I can assure him that he will have the support of this House in the reform process . ;40 29 708 31 706 163 8 35 1016 413 53 20 121 86 28 20 117 6 3990 2247 31 711 125 113 4 133 12 124 1479 3 4 965 214 26;therefore call indeed he programme is , I assure him this Parliament of Commission this reform process . ;29 1957 1123 711 163 28 20 117 3990 2247 124 64 12 227 124 965 214 26;3.031819039930073e-16;1;3
In diesem Zusammenhang wurde hier schon mehrfach gesagt , daß die Kommission ihre nachgängigen Kontrollen drastisch verbessern und verstärken will und daß diese Kontrollen in aller Unabhängigkeit gemacht werden sollen , ohne daß künftig etwas unter den Teppich gekehrt wird . ;437 137 931 412 531 2047 2442 511 14 30 16 219 807 0 734 2314 513 20 4809 236 20 30 127 734 4 958 7782 1213 115 270 14 1482 30 984 558 92 33 16050 0 139 25;As far as this is concerned , a number of people have already referred to the fact that the Commission intends to drastically improve and consolidate its follow-up checks and that these checks should be carried out on a completely independent basis , with no sweeping of matters under the carpet in future . ;292 1098 21 124 28 42 20 35 868 12 420 113 271 130 37 4 531 31 4 227 247 37 11716 533 53 1778 170 2826 4156 53 31 84 4156 33 8 2165 1073 82 35 2337 2908 264 20 46 740 14742 12 1857 1007 4 18656 3 959 26;In this context was said that the Commission to controls their amalgamated has control sharply and and that this controls in all independence without anything future the rhetoric . ;451 124 946 834 532 31 4 227 37 2464 111 16337 76 218 13209 53 53 31 124 2464 3 223 7139 1056 581 959 4 5688 26;9.83940439908217e-21;1;2
Selbstverständlich kann das nur begrüßt werden . ;2939 371 15 8 6261 115 25;Naturally , this is only to be welcomed . ;6534 20 124 28 7 37 8 5751 26;Of course can only . ;1601 931 6 7 26;0.000893689484540666;1;2
Aber die Prüfer der Finanzkontrolle müssen unabhängig arbeiten . ;1559 16 0 5 10318 317 1098 457 25;However , the financial controllers must work independently . ;843 20 4 131 8444 347 231 10780 26;But the of the must be financial control independent . ;1846 4 12 4 347 8 131 218 2908 26;7.49985038739232e-05;1;3
Unabhängigkeit ist also die Voraussetzung für wirksame Kontrollen . ;7782 7 720 16 3803 32 1831 734 25;Therefore , independence is prerequisite for effective checks . ;939 20 7139 28 8331 61 1783 4156 26;Independence is therefore the a prerequisite for controls . ;18585 28 29 4 35 8331 61 2464 26;0.0001708268030657518;1;2
Das ist der Position , zu der der Ausschuß für Haushaltskontrolle mit deutlicher Mehrheit gefunden hat . ;157 7 5 697 14 28 5 5 1052 32 6079 131 2642 986 6275 120 25;That is the position which a clear majority of the Committee on Budgetary Control subscribes to . ;1014 28 4 707 15 35 72 985 12 4 1046 82 5601 5602 18580 37 26;This is the Committee on majority position on Budgetary Control . ;162 28 4 1046 82 985 707 82 5601 5602 26;1.9176361440429377e-08;1;2
Bei den nachgängigen Kontrollen bekennt sich die neue Kommission ja nunmehr zu dieser Unabhängigkeit . Ist es nicht logisch , wenn auch für die Vorabkontrollen diese Unabhängigkeit bestehen soll ? ;974 33 0 734 11465 180 16 402 219 529 2919 28 82 7782 25 1734 27 315 6445 14 278 188 32 16 0 127 7782 2187 329 554;Indeed , the new Commission has now declared itself in favour of follow-up checks having this independence , and so would it not make sense for a system of prior approval to enjoy such independence as well ? ;1485 20 4 416 227 76 362 6297 884 3 1015 12 2826 4156 1071 124 7139 20 53 1097 427 86 77 119 1166 61 35 848 12 2023 1972 37 3385 972 7139 21 22 577;What fairminded inspections new Commission independence this . whether it not is logical if also ? this threatening these independence grade ? ;811 22779 4311 416 227 7139 124 26 1142 86 77 28 4511 121 342 577 124 10774 84 7139 17045 577;3.362904080801563e-18;1;1
Es fehlen Stehvermögen und Wehrhaftigkeit . ;416 2559 0 20 0 25;There is no backbone , and no teeth . ;1363 28 740 13138 20 53 740 30363 26;It ;27;0.00017312228128708596;2;7
Auch Sie haben starke und gute Worte gebraucht , aber Sie sollten achtgeben , daß Sie in entscheidenden Punkten , bei denen es weh tut , nicht nachgeben ! ;892 394 95 2192 20 2066 2083 7348 14 383 394 1614 0 14 30 394 4 6249 4408 14 228 246 27 0 7512 14 315 16082 58;You have said some powerful and worthwhile things yourself , but take care now that you do not dodge the crucial issues , the ones where it hurts ! ;376 113 532 149 4318 53 9756 1103 6868 20 322 689 769 362 31 448 580 77 13511 4 2751 940 20 4 5109 1042 86 24707 713;have and needs good words but you should that you is doing crucial ! ;113 53 298 30 1981 322 448 33 31 448 28 951 2751 713;8.133589459295807e-15;1;1
Halten Sie an der Forderung nach Mobilität fest , nicht als Recht , wie es in diesem Bericht steht , sondern als Führungsinstrument ! ;18060 394 113 5 2166 147 7762 1241 14 315 354 309 14 420 27 4 137 1506 36 14 326 354 0 58;Stand firm on the demand for mobility , not as a right , as it says here in the report , but as a management tool . ;0 4085 82 4 2915 61 7128 20 77 21 35 871 20 21 86 6551 712 3 4 1132 20 322 21 35 2216 2590 26;Do you think mobility they not than rightly this report but ! ;1454 448 377 7128 108 77 422 1922 124 1132 322 713;1.0226379604415609e-14;1;2
Das haben wir bisher nicht getan , und Sie müssen nun versuchen , dies zu ändern . ;157 95 42 1101 315 3144 14 20 394 317 349 1622 14 302 28 2328 25;We have not done this so far , and this is something you ought to be instrumental in changing . ;40 113 77 460 124 1097 1098 20 53 124 28 2472 448 2438 37 8 8735 3 5831 26;The have we not accept either and done you must to try this . ;226 113 318 77 1608 1249 53 460 448 347 37 1598 124 26;1.9478986903759986e-07;1;3
Herr Präsident , ich möchte Herrn van Hulten für seinen Bericht danken und erklären , daß ich dafür gestimmt habe . ;53 54 14 210 108 143 6636 0 32 197 1506 448 20 1121 14 30 210 938 2908 284 25;Mr President , I want to thank Mr van Hulten for his report and to say that I voted for it . ;47 58 20 117 738 37 449 47 7523 13907 61 706 1132 53 37 471 31 117 3242 61 86 26;Mr President I would like thank Mr van for his report and say that I have voted in favour . ;47 58 117 427 118 449 47 7523 61 706 1132 53 471 31 117 113 3242 3 1015 26;2.4833744678105077e-09;1;2
Dieser Bericht handelt von der Kommission . ;1041 1506 2592 46 5 219 25;This report is about the Commission . ;162 1132 28 339 4 227 26;This report Commission . ;162 1132 227 26;0.007285764671052482;1;2
Das Parlament ist ein anderes Thema . ;157 63 7 67 2402 414 25;Parliament is a separate subject . ;64 28 35 4977 2254 26;The Parliament is a another issue . ;226 64 28 35 1941 216 26;0.003168447733120321;1;1
Im Vergleich zu den Ausgaben der Mitgliedstaaten handelt es sich lediglich um 1 des BIP . ;1163 3409 28 33 6108 5 193 2592 27 180 3333 390 1188 50 8544 25;After all , it is only 1 of GDP , by comparison with national spending . ;1629 223 20 86 28 7 1180 12 7838 20 10 5303 46 316 8213 26;In on the is expenditure Member States only 1 of the GDP . ;451 82 4 28 3048 202 75 7 1180 12 4 7838 26;2.0326170015210286e-09;1;2
Ich gehöre nicht zu jenen Leuten , die sagen , daß ein riesiger Vertrauensmangel herrscht . ;107 13190 315 28 3107 9076 14 16 436 14 30 67 0 0 2648 25;I am not one of the people who agrees that there is a vast lack of trust . ;117 681 77 413 12 4 420 287 1000 31 672 28 35 3246 2520 12 2810 26;I those one not am people say that a . ;117 1241 413 77 681 420 471 31 35 26;1.3551126805151834e-08;1;3
Herr Präsident , ich möchte dem Berichterstatter für seinen guten Bericht danken . ;53 54 14 210 108 61 1302 32 197 1005 1506 448 25;Mr President , I should very much like to thank the rapporteur for his splendid report . ;47 58 20 117 33 372 781 118 37 449 4 1287 61 706 9308 1132 26;Mr President I would like rapporteur for his report . ;47 58 117 427 118 1287 61 706 1132 26;0.00021041090489427508;1;3
Ich hoffe , die Kommission wird ihn in ihre Reformarbeit einbeziehen . ;107 1845 14 16 219 139 2384 4 807 0 4689 25;I hope that the Commission will use it in its reform work . ;117 136 31 4 227 125 705 86 3 170 965 231 26;I hope Commission will involve it their . ;117 136 227 125 3790 86 111 26;1.0104762003854406e-06;1;3
Die Verwaltung der Kommission funktioniert ganz einfach nicht besonders gut . ;37 5138 5 219 3897 109 1717 315 525 2210 25;The Commission s administration simply does not function particularly well . ;226 227 24 3551 1836 456 77 3632 480 22 26;The administration Commission the just work particularly good . ;226 3551 227 4 340 231 480 30 26;1.3387194921449714e-05;1;3
Wir brauchen aber eine grundlegende Reform . ;129 775 383 211 373 956 25;But we need radical reform . ;1846 318 789 3441 965 26;We need a fundamental reform . ;40 789 35 622 965 26;0.0032638164446467167;1;1
Es muß eindeutige Befugnisse geben , wer welche Entscheidungen treffen darf , und dann müssen diejenigen auch die Verantwortung dafür übernehmen . ;416 334 2264 6630 66 14 705 979 1888 1889 1254 14 20 569 317 1351 188 16 2816 938 4628 25;People should have clearly-defined powers to take decisions for which they should also be accountable . ;3418 33 113 18797 3087 37 689 441 61 15 108 33 342 8 6731 26;It must clear who what decisions and must those who take responsibility . ;27 347 72 287 467 441 53 347 1241 287 689 2611 26;5.752536596839369e-09;1;3
Die Frage ist nur , wie . ;37 202 7 8 14 420 25;It is just a question of how . ;27 28 340 35 213 12 431 26;The question , only . ;226 213 20 7 26;0.002754891688648138;1;1
Es reicht nicht aus , nur Stichproben zu machen , wenn das Geld ausgegeben ist . ;416 1788 315 181 14 8 0 28 397 14 278 15 1478 2562 7 25;It is not enough simply to carry out spot checks once the money has been spent . ;27 28 77 2917 1836 37 3556 1073 385 4156 73 4 206 76 78 2396 26;It is not enough to if inject ;27 28 77 2917 37 121 13785;5.488355522404525e-08;3;3
Dadurch können in den Projekten zu viele Unregelmäßigkeiten unentdeckt bleiben . ;12116 311 4 33 1852 28 341 7296 0 678 25;This would allow too many anomalous projects to slip through . ;162 427 459 404 812 0 1740 37 9676 751 26;This can overload projects irregularities many . ;162 6 4951 1740 6751 812 26;4.178801954499275e-07;1;3
Wir müssen statt dessen die Kontrolle reformieren und dezentralisieren . ;129 317 934 429 16 204 3802 20 0 25;Instead , we should be reforming and decentralising control . ;947 20 318 33 8 3553 53 16548 218 26;We must instead reform control and . ;40 347 1059 965 218 53 26;3.828694724744267e-05;1;4
Die Kommission hat nicht genug Personal . ;37 219 120 315 1878 1936 25;The Commission does not have enough staff . ;226 227 456 77 113 2917 4013 26;The Commission has not enough . ;226 227 76 77 2917 26;0.007438641560891487;1;1
Das Personalsystem ist zu unbeweglich . ;157 0 7 28 0 25;The staffing system is too rigid . ;226 22591 848 28 404 2544 26;This ;162;0.0001810653161460915;2;5
Es muß viel einfacher werden , untaugliche und inkompetente Mitarbeiter zu entlassen . ;416 334 303 5349 115 14 0 20 0 293 28 13281 25;It should also be much easier to sack inefficient and incompetent employees . ;27 33 342 8 781 1506 37 34047 323 53 14302 305 26;It a lot and officials . ;27 35 2414 53 5617 26;1.3446346627489027e-06;1;2
Wir müssen endlich damit aufhören , loszustürmen und einen Brand in einer Ecke zu löschen , um dann sofort weiter zur nächsten Feuerwehraktion zu eilen . ;129 317 1976 1232 6524 14 0 20 232 12850 4 456 9598 28 0 14 390 569 4101 1551 222 566 0 28 0 25;We must get away from the idea that we are rushing to put out a fire in one corner , only then to have to rush again to put out the next one . ;40 347 1319 990 186 4 2012 31 318 41 14980 37 348 1073 35 6395 3 413 10513 20 7 330 37 113 37 9980 1301 37 348 1073 4 1260 413 26;We must stop and mean a makes one to start ;40 347 2336 53 2570 35 1165 413 37 1004;1.2153156272388027e-13;2;7
Das fehlt uns zur Zeit noch . ;157 2118 285 222 291 613 25;These are what are missing . ;1471 41 467 41 2017 26;The not one . ;226 77 413 26;0.0008488381221541843;1;2
Wir haben eine Staatsanwaltschaft und ein Strafrecht für die EU gefordert , aber wir benötigen auch ein Verwaltungsrecht für die Union . ;129 95 211 8824 20 67 9373 32 16 31 1071 14 383 42 1930 188 67 0 32 16 266 25;We have asked for a Public Prosecutor s Office and criminal law , but we also need administrative law for the EU . ;40 113 314 61 35 4434 6759 24 5188 53 3176 2540 20 322 318 342 789 3554 2540 61 4 32 26;We have a Public Prosecutor and a criminal law for EU but we need ;40 113 35 4434 6759 53 35 3176 2540 61 32 322 318 789;1.7381045367219237e-13;3;2
Der Bericht van Hulten ist ein Schritt in diese Richtung , reicht aber nicht aus . ;376 1506 6636 0 7 67 2858 4 127 2900 14 1788 383 315 181 25;The van Hulten report is a step in the right direction , but it is not enough . ;226 7523 13907 1132 28 35 1039 3 4 871 2690 20 322 86 28 77 2917 26;The van but report ;226 7523 322 1132;2.979282603859412e-09;3;3
Wir jagen aber keine Verbrecher - dafür ist OLAF zuständig . ;129 0 383 80 3457 625 938 7 7299 1440 25;We do not hunt down criminals . That is OLAF s job . ;40 580 77 25044 401 8282 26 1014 28 6755 24 1963 26;We no criminals - under OLAF competence and . ;40 740 8282 638 1007 6755 3468 53 26;1.2199137010576222e-05;1;3
Herr Präsident , ich möchte dem Berichterstatter herzlich für seinen Bericht danken . ;53 54 14 210 108 61 1302 5031 32 197 1506 448 25;Mr President , I would like to extend a warm thank you to the rapporteur for his report . ;47 58 20 117 427 118 37 3080 35 4663 449 448 37 4 1287 61 706 1132 26;Mr President I would like rapporteur warmly his report . ;47 58 117 427 118 1287 5979 706 1132 26;0.00010281336763562783;1;3
Erfreulicherweise kann ich mich nunmehr auf niederländisch an ihn wenden , da das Herr van den Berg auch getan hat . ;8322 371 210 1290 2919 9 0 113 2384 8059 14 104 15 53 6636 33 11397 188 3144 120 25;I am pleased that I can address him now in Dutch , now that Mr Van den Berg has just done so . ;117 681 4118 31 117 6 1856 2247 362 3 6500 20 362 31 47 7252 10522 10660 76 340 460 1097 26;I I am pleased can now him because the van den Berg did . ;117 117 681 4118 6 362 2247 481 4 7523 10522 10660 823 26;1.882502542215935e-12;1;2
Dieser Bericht ist , wie ich meine , wesentlich besser geworden , auch wegen der Änderungsanträge . ;1041 1506 7 14 420 210 836 14 1784 2601 4323 14 188 4724 5 1325 25;I would like to say that this report represents a huge improvement , also with its amendments . ;117 427 118 37 471 31 124 1132 3278 35 4047 1309 20 342 46 170 1302 26;This report is I think become much better due too amendments . ;162 1132 28 117 377 666 781 112 1210 404 1302 26;6.104296806729977e-09;1;5
Ein ganz wesentlicher Vorschlag . ;1 109 1850 233 25;A very important proposal indeed . ;1999 372 183 240 1123 26;A important proposal . ;1999 183 240 26;0.029300987578636178;1;1
Ich verstehe die Zusammenhänge nicht ganz . ;107 1827 16 4747 315 109 25;I cannot fully grasp the underlying rationale . ;117 684 1186 7661 4 2306 7753 26;I understand the connections fully not . ;117 903 4 6482 1186 77 26;0.00015653153242738103;1;2
