Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.2786046511627907;1;1
Die neue Kommission hat sich im Gegenzug dazu bereit erklärt , nach den alten Skandalen gründlich aufzuräumen , und ich muß gestehen , daß ich nicht besonders beeindruckt bin . ;37 402 219 120 180 73 7238 1064 2519 283 14 147 33 2738 0 7080 0 14 20 210 334 9365 14 30 210 315 525 3259 675 25;The new Commission has , on the other hand , undertaken to carry out a cleaning up exercise following former scandals , and I must admit that I am not impressed at all . ;226 416 227 76 20 82 4 731 728 20 3013 37 3556 1073 35 8644 890 757 1534 2967 5522 20 53 117 347 2617 31 117 681 77 3006 242 223 26;The new Commission has return prepared to produced the carefully and I have must that I not impressed most . ;226 416 227 76 1083 4053 37 1133 4 466 53 117 113 347 31 117 77 3006 304 26;2.4049708299702965e-13;1;3
Einige sind der Ansicht , daß wir mehr davon haben , wenn wir die alten Sünden vergessen und ganz neu anfangen . ;1407 87 5 480 14 30 42 68 921 95 14 278 42 16 2738 0 1283 20 109 623 4383 25;There are some who think that it is more in our interests to let bygones be bygones and make a fresh start . ;1363 41 149 287 377 31 86 28 65 3 154 1231 37 1749 0 8 0 53 119 35 5577 1004 26;Some are believe that we more of them if we we and forgotten old and new begin . ;2503 41 208 31 318 65 12 161 121 318 318 53 9071 2543 53 416 824 26;1.2777295317599496e-11;1;2
Ich meine nicht , daß wir neu anfangen können , ohne vorher gründlich aufgeräumt zu haben . ;107 836 315 14 30 42 623 4383 311 14 1482 3399 7080 0 28 95 25;I do not , however , think we can make a fresh start if we do not tidy things up properly . ;117 580 77 20 693 20 377 318 6 119 35 5577 1004 121 318 580 77 27876 1103 890 5183 26;I think not that we the can created start without have depth . ;117 377 77 31 318 4 6 3022 1004 1056 113 5637 26;1.9130749784010104e-06;1;3
Dabei beziehe ich mich insbesondere auf die früheren ECHO-Skandale . ;426 5001 210 1290 185 9 16 2713 0 25;I am referring here especially to the earlier scandals involving ECHO . ;117 681 1859 712 944 37 4 414 5522 2859 5766 26;I refer in particular former . ;117 437 3 438 2967 26;4.1092194187483495e-05;1;3
Ich bin Berichterstatter für ECHO im Ausschuß für Haushaltskontrolle , und ich kann meine Arbeit nur schwer erledigen , wenn die Kommission die notwendigen Informationen nicht herausgibt . ;107 675 1302 32 6278 73 1052 32 6079 14 20 210 371 836 223 8 2545 11128 14 278 16 219 16 5968 196 315 0 25;I am the rapporteur for ECHO on the Committee on Budgetary Control , and I shall have a lot of difficulty carrying out my work if the Commission will not give me the necessary information . ;117 681 4 1287 61 5766 82 4 1046 82 5601 5602 20 53 117 331 113 35 2414 12 3865 4726 1073 844 231 121 4 227 125 77 477 766 4 299 204 26;I am ECHO Budgetary Control rapporteur committee and I can difficult my work only to load , it if the Commission necessary information . ;117 681 5766 5601 5602 1287 147 53 117 6 89 844 231 7 37 21521 20 86 121 4 227 299 204 26;2.2130842461333476e-12;1;5
Das erweckt den Eindruck , als habe die Kommission etwas zu verbergen . ;157 4159 33 2351 14 354 284 16 219 558 28 5957 25;From the outside , it looks as if the Commission has something to hide . ;2989 4 857 20 86 9204 21 121 4 227 76 2472 37 10877 26;The impression I have the Commission . ;226 2219 117 113 4 227 26;3.0582244144280545e-06;1;2
Die Kommission legt nicht alles auf den Tisch und hält damit an einer uralten Praxis fest . ;37 219 4482 315 406 9 33 2135 20 2554 1232 113 456 0 2009 1241 25;The Commission is not putting all its cards on the table and is in that way repeating ancient practice on the part of the Commission . ;226 227 28 77 4993 223 170 7702 82 4 2665 53 28 3 31 486 13029 2762 1684 82 4 142 12 4 227 26;The Commission not the everything and practice . ;226 227 77 4 2046 53 1684 26;1.3289712863035153e-08;1;3
Ansonsten können wir unsere Arbeit nicht erledigen . ;8853 311 42 151 223 315 11128 25;Otherwise , we cannot carry out our work . ;6923 20 318 684 3556 1073 154 231 26;Otherwise , can ;6923 20 6;0.00012235811476026223;2;3
Vielen Dank , Frau Kommissarin Schreyer ! ;924 925 14 617 1349 11585 58;Thank you , Commissioner Schreyer . ;447 448 20 1168 14329 26;Thank you , Commissioner Mrs Schreyer . ;447 448 20 1168 2185 14329 26;0.00413183268645419;1;1
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.24140242374135934;1;4
Die Abstimmung findet morgen um 12 . 00 Uhr statt . ;37 1190 900 530 390 167 25 1192 1193 934 25;The vote will take place tomorrow at 12 p . m . ;226 1181 125 689 856 1182 242 173 2747 26 1185 26;The vote will take tomorrow at 12 noon . ;226 1181 125 689 1182 242 173 4163 26;0.0010438123169987368;1;1
Hinsichtlich der Bestellung hochrangiger Beamter wurden neue Vorschriften erarbeitet und umgesetzt . ;4461 5 0 0 9453 401 402 2620 3895 20 2225 25;New rules have been drawn up and implemented governing the appointment of senior officials . ;2676 1905 113 78 3285 890 53 2109 7359 4 4188 12 6497 5617 26;With regard since officials implemented were and . ;303 345 107 5617 2109 114 53 26;9.581293362705928e-07;1;2
Die Anzahl der Dienststellen wurde verringert . ;37 4273 5 12501 412 3680 25;The number of departments has been reduced . ;226 868 12 3696 76 78 3950 26;The number of services has been reduced . ;226 868 12 1139 76 78 3950 26;0.0039147410574769045;1;2
Eines der Hauptprobleme ist das Fehlen eines funktionierenden Finanzkontrollsystems . ;11582 5 17439 7 15 519 11 8916 0 25;One of the main problems is the lack of a functioning system of financial control . ;1095 12 4 521 388 28 4 2520 12 35 2395 848 12 131 218 26;One main problems is the absence of of a . ;1095 521 388 28 4 2673 12 12 35 26;6.240817118159072e-05;1;2
Es muß ein neues , unabhängiges Finanzkontrollsystem eingerichtet werden . ;416 334 67 4544 14 11587 0 404 115 25;A new independent audit system service must be set up . ;1999 416 2908 10357 848 1151 347 8 115 890 26;It must a new , independent ;27 347 35 416 20 2908;5.4826711422555374e-05;2;3
Natürlich braucht der Übergang zu einem solchen neuen System seine Zeit . ;1297 5664 5 3778 28 48 335 1273 829 164 291 25;It is clear that the transition to such a new system will take time . ;27 28 72 31 4 2931 37 972 35 416 848 125 689 398 26;Of course the transition from a new system has time . ;1601 931 4 2931 186 35 416 848 76 398 26;3.600578208849066e-06;1;3
Heute sind umgehende Veränderungen gefragt . ;118 87 0 1013 4012 25;Urgent change is required today . ;0 140 28 2361 815 26;Today are changes . ;1489 41 658 26;0.00027973648800912345;1;3
Seither wurde eine Reihe von Kodizes eingeführt . ;0 412 211 893 46 0 2933 25;A number of codes have since been introduced . ;1999 868 12 4691 113 107 78 3359 26;has series of of . ;76 3355 12 12 26;0.0001007517082363358;1;2
Auch wenn solche Maßnahmen niemals eine Alternative zu einer funktionierenden Verwaltung sein können , sollten sie dann , wenn etwas schiefgelaufen ist , als Notventil benutzt werden können . ;892 278 866 179 882 211 4122 28 456 8916 5138 1035 311 14 1614 241 569 14 278 558 0 7 14 354 0 4928 115 311 25;Although such measures can never be an alternative for good management , they must be an escape valve when something goes wrong . ;2080 972 644 6 897 8 13 2605 61 30 2216 20 108 347 8 13 3879 0 363 2472 665 1439 26;If measures alternative never functioning administration is should can used . ;324 644 2605 897 2395 3551 28 33 6 1391 26;1.6726786461203072e-14;1;3
Entscheidend ist , daß die Reformen nicht auf die Kommission beschränkt bleiben . ;5650 7 14 30 16 3236 315 9 16 219 1114 678 25;Crucially , reforms must not be limited to the Commission . ;0 20 1915 347 77 8 1075 37 4 227 26;It is that the Commission reforms restricts drawn up on . ;27 28 31 4 227 1915 13822 3285 890 82 26;5.720571694278221e-06;1;3
Das Beförderungsverfahren sollte fairer und transparenter gestaltet werden . ;157 0 694 14807 20 8973 3929 115 25;The promotions procedure must be made fairer and more transparent . ;226 6522 1300 347 8 228 10859 53 65 2837 26;Fair transparent The should ;8473 2837 226 33;7.561577424484399e-06;2;3
Und schließlich sollte das Besoldungs- und Leistungspaket überprüft werden . ;972 230 694 15 0 20 0 5576 115 25;Last but not least the pay and benefits package must be reviewed . ;1643 322 77 2490 4 2375 53 1880 642 347 8 2457 26;And finally , should the and . ;1393 3046 20 33 4 53 26;3.252763622292254e-05;1;3
Kommissionsmitglied Kinnock wird morgen seine Mitteilung zur Reform vorstellen . ;1786 6051 139 530 164 261 222 956 5817 25;Commissioner Kinnock will , tomorrow , present his communication on reform . ;1168 5570 125 20 1182 20 153 706 270 82 965 26;Commissioner Kinnock will reforms tomorrow of its communication ;1168 5570 125 1915 1182 12 170 270;0.0002416740860611087;2;2
Diese Mitteilung sollte einen klaren Zeitplan enthalten . ;1365 261 694 232 3806 2460 2283 25;This communication must contain a clear timetable . ;162 270 347 5274 35 72 2725 26;This communication should a clear timetable . ;162 270 33 35 72 2725 26;0.0006142371371545174;1;3
Angesichts einer neuen Kommission und eines neuen Parlaments ist die Triebkraft für Reformen so stark wie eh und je , ja sogar noch stärker . ;654 456 1273 219 20 11 1273 572 7 16 17986 32 3236 208 2719 420 0 20 355 14 529 2675 613 1543 25;With a new Commission and a new Parliament up and running the momentum for reform is now as strong as it ever has been and probably ever will be . ;303 35 416 227 53 35 416 64 890 53 5845 4 5294 61 965 28 362 21 604 21 86 790 76 78 53 697 790 125 8 26;Given a new Commission and a new Parliament the force for reforms and than ever , even stronger . ;4196 35 416 227 53 35 416 64 4 2974 61 1915 53 422 790 20 976 7615 26;1.5158827910337083e-10;1;3
Die Erweiterung der Union findet in wenigen Jahren statt . ;37 1020 5 266 900 4 3108 741 934 25;Enlargement of the Union is just a few years away . ;14290 12 4 276 28 340 35 1730 397 990 26;The Union enlargement a few years . ;226 276 882 35 1730 397 26;7.215264619646977e-05;1;3
Die Politiker hingegen sollten prüfen , welche Schlußfolgerungen sich aus einem Sachverständigenbericht ziehen lassen , ohne daß insgesamt eine Haltung eingenommen werden darf , die mir in einigen Situationen bis jetzt als Selbstschädigung erschien . ;37 5919 5198 1614 2644 14 979 1194 180 181 48 0 3640 680 14 1482 30 2534 211 865 10283 115 1254 14 16 940 4 534 4339 162 949 354 0 10997 25;I nevertheless believe that politicians should look into what can be gleaned from an expert report and what cannot be taken en masse in a spirit which , on some occasions , I have felt in the past and still feel to be self-destructive . ;117 4648 208 31 5441 33 690 847 467 6 8 20629 186 13 3198 1132 53 467 684 8 855 8100 17871 3 35 2360 15 20 82 149 3261 20 117 113 8807 3 4 1743 53 639 853 37 8 16793 26;The politicians , on the other hand conclusions should a without a taken spirit ;226 5441 20 82 4 731 728 5309 33 35 1056 35 855 2360;3.6188316750823935e-17;2;3
Ebenso kann und darf meiner Meinung nach niemand dem Europäischen Parlament und seinen Ausschüssen Belegmaterial verweigern . ;767 371 20 1254 1712 1057 147 2651 61 62 63 20 197 4528 0 10102 25;It is just as important for no-one to be able to or have to refuse the European Parliament or its committees any documentation . ;27 28 340 21 183 61 11105 37 8 79 37 66 113 37 9027 4 193 64 66 170 4235 452 8803 26;I believe also can and European Parliament and its committees . ;117 208 342 6 53 193 64 53 170 4235 26;2.100382838911155e-09;1;3
Ich bin mit der Einrichtung eines Ermittlungssystems einverstanden , bin aber zugleich der tiefen Überzeugung , daß dem Recht auf Verteidigung der gleiche Stellenwert und in jedem Fall die gleiche Notwendigkeit zuerkannt werden müssen . ;107 675 131 5 5831 11 0 1196 14 675 383 8467 5 14699 3009 14 30 61 309 9 3481 5 1871 8666 20 4 2587 908 16 1871 1746 11025 115 317 25;I agree that an investigation system should be introduced , but I am also absolutely convinced that we must recognise the right to equal respect for dignity and , in any case , the equal need for the right to a defence . ;117 583 31 13 2338 848 33 8 3359 20 322 117 681 342 1939 3543 31 318 347 2485 4 871 37 1018 1032 61 4568 53 20 3 452 922 20 4 1018 789 61 4 871 37 35 4723 26;I am setting up of a also conviction that same same of must defence and each need . ;117 681 1369 890 12 35 342 2787 31 962 962 12 347 4723 53 950 789 26;5.533144280483903e-20;1;4
Kommen wir nun zum zweiten Bericht des Ausschusses Unabhängiger Sachverständiger , über den zu debattieren wir im vergangenen September schon kurz Gelegenheit hatten . ;16973 42 349 587 3065 1506 50 1677 0 18208 14 153 33 28 837 42 73 1810 9041 2047 4437 141 140 25;Now we come to the second report of the Committee of Independent Experts which we already had the opportunity to welcome and briefly debate last September . ;2537 318 151 37 4 1292 1132 12 4 1046 12 3365 3565 15 318 271 442 4 688 37 530 53 6707 269 1416 7695 26;Take we second Report of the Committee on , Experts be the we had last September an opportunity . ;2444 318 1292 1650 12 4 1046 82 20 3565 8 4 318 442 1416 7695 13 688 26;4.144349485952263e-12;1;3
Damit wird zwar das Bedürfnis nach schnellem Handeln vermittelt , jedoch läßt das auch den Eindruck aufkommen , daß sich die Kommission eher im Sende- als im Empfangsmodus befindet . ;1528 139 843 15 10968 147 0 3152 8329 14 822 251 15 188 33 2351 4168 14 30 180 16 219 987 73 0 354 73 0 1589 25;While conveying a desire to proceed rapidly , it also gives the impression that the Commission is in transmission rather than listening mode . ;3280 23886 35 669 37 4497 5682 20 86 342 1871 4 2219 31 4 227 28 3 5371 1176 422 1050 9813 26;It need for action , but impression that Commission is more much as . ;27 789 61 188 20 322 2219 31 227 28 65 781 21 26;7.350006529465333e-17;1;2
Schließlich war dies doch einer der Gründe für den Niedergang der letzten Kommission . ;1659 818 302 348 456 5 1623 32 33 4130 5 1092 219 25;This was , after all , one of the causes of the downfall of the last Commission . ;162 834 20 2532 223 20 413 12 4 726 12 4 7956 12 4 1416 227 26;Finally , was reasons decline ;2428 20 834 1375 3842;3.2654422674734933e-07;2;2
Sind denn daraus keine Lehren gezogen worden ? ;6274 568 8276 80 10078 5455 432 554;Have the lessons not been learnt ? ;1944 4 3733 77 78 5526 577;Are , no lessons been learned ? ;5759 20 740 3733 78 6985 577;2.377762008348898e-05;1;2
Unserer Überzeugung nach sollte nahezu jede Empfehlung aus dem Bericht der Weisen umgesetzt werden . ;6525 3009 147 694 6656 821 2898 181 61 1506 5 9296 2225 115 25;We believe the vast number of recommendations of the Wise Men s report should be implemented . ;40 208 4 3246 868 12 2354 12 4 8839 8840 24 1132 33 8 2109 26;We take almost entirely ought that be under Wise Men recommendation report . ;40 689 2852 3018 2438 31 8 1007 8839 8840 3798 1132 26;1.1778444058596388e-05;1;3
In den kommenden fünf Jahren werden wir sehr genau hinsehen , um sicherzustellen , daß die jetzt vorgeschlagenen Reformen vollständig durchgeführt werden , und wir werden alle Bemühungen zur Modernisierung der Organe unterstützen . ;437 33 3514 384 741 115 42 510 3585 0 14 390 8080 14 30 16 949 4349 3236 467 4568 115 14 20 42 115 706 2359 222 4280 5 959 765 25;We will be vigilant over the next five years to ensure the reforms now being suggested are fully implemented and will support efforts made to modernise institutions . ;40 125 8 6028 96 4 1260 396 397 37 770 4 1915 362 313 592 41 1186 2109 53 125 133 2271 228 37 9540 793 26;In five years very , to ensure that the proposed now reforms and we will all modernisation efforts institutions . ;451 396 397 372 20 37 770 31 4 393 362 1915 53 318 125 223 4004 2271 793 26;6.448206384448611e-14;1;3
Wollen wir hoffen , daß wir einen Aufruhr in den Institutionen vermeiden können , indem wir einen fortgesetzten Dialog führen , bei dem das Parlament bei den Entscheidungen über den Ausgang der Reform der Kommission von Anfang an als gleichwertiger Partner betrachtet wird . ;5853 42 130 14 30 42 232 18556 4 33 780 1838 311 14 1026 42 232 9981 3794 269 14 228 61 15 63 228 33 1888 153 33 12133 5 956 5 219 46 703 113 354 0 10195 4192 139 25;Let us hope that we can avoid institutional upheavals by having an ongoing dialogue which assumes from the outset that Parliament will be an equal partner in deciding the outcome of Commission reform . ;334 295 136 31 318 6 736 222 8178 10 1071 13 6009 2505 15 5093 186 4 4388 31 64 125 8 13 1018 7298 3 7211 4 2111 12 227 965 26;Do we want hope that we turmoil of a institutions by we lead a dialogue Parliament in the reform decisions on outcome Commission will right from at start partner . ;1454 318 738 136 31 318 28953 12 35 793 10 318 981 35 2505 64 3 4 965 441 82 2111 227 125 871 186 242 1004 7298 26;2.209374286349439e-25;1;3
Er ist ganz hervorragend . ;693 7 109 10562 25;It is an excellent report . ;27 28 13 2308 1132 26;It is . ;27 28 26;0.0257989205729023;1;4
Es ist gut für uns , einen Bericht zu haben , der auf den Punkt kommt , denn genau dies ist Herrn Hulten gelungen . ;416 7 2210 32 285 14 232 1506 28 95 14 5 9 33 1065 1078 14 568 3585 302 7 143 0 1332 25;It is right for us to have a focused report which is what Mr van Hulten has produced . ;27 28 871 61 295 37 113 35 1762 1132 15 28 467 47 7523 13907 76 1133 26;It is good for us have a report the because is that Mr succeeded s . ;27 28 30 61 295 113 35 1132 4 481 28 31 47 4677 24 26;1.048820579567768e-11;1;2
Herrn Elles möchte ich davon abraten , das Pferd beim Schwanze aufzuzäumen . ;143 5451 108 210 921 0 14 15 3389 2356 0 0 25;Can I invite Mr Elles not to put the cart before the horse . ;4228 117 145 47 5026 77 37 348 4 4952 101 4 3151 26;Mr Elles I would like in . ;47 5026 117 427 118 3 26;9.469305465514216e-07;1;5
Die Sozialdemokraten haben in vielen Dingen verloren , jedoch ist noch nicht alles vor dem Plenum gewonnen , und ich möchte ihm zu bedenken geben , daß dies morgen nicht unbedingt eintreffen muß . ;37 7618 95 4 2094 3396 7520 14 822 7 613 315 406 96 61 3421 3218 14 20 210 108 1110 28 1744 66 14 30 302 530 315 1223 0 334 25;Yes , a lot of things were lost by the Socialists but they have not been won in plenary yet , and may I warn him that may not be the case tomorrow . ;4342 20 35 2414 12 1103 114 3321 10 4 4925 322 108 113 77 78 7138 3 3178 418 20 53 319 117 1565 2247 31 319 77 8 4 922 1182 26;The Social Democrats many but is not now work whatever won plenary and I House him that this must tomorrow absolutely . ;226 4319 787 812 322 28 77 362 231 5869 7138 3178 53 117 1479 2247 31 124 347 1182 1939 26;2.1497161505734908e-16;1;4
Ich möchte Kommissionsmitglied Kinnock für seine bisherigen Bemühungen danken . ;107 108 1786 6051 32 164 5948 2359 448 25;I should like to thank Commissioner Kinnock for all his efforts so far . ;117 33 118 37 449 1168 5570 61 223 706 2271 1097 1098 26;I would like Kinnock for his previous efforts . ;117 427 118 5570 61 706 1831 2271 26;0.0003984593765227288;1;2
Wir brauchen ganz klar eine erneuerte Haushaltsordnung . ;129 775 109 110 211 0 10273 25;It is clear that we need to see a change in the Financial Regulation . ;27 28 72 31 318 789 37 1351 35 140 3 4 3800 2262 26;We need clear a Financial Regulation . ;40 789 72 35 3800 2262 26;0.00010039201470607564;1;3
Das ist wichtig . ;157 7 1047 25;That is important . ;1014 28 183 26;The is important . ;226 28 183 26;0.09848245437168018;1;3
Es ist klar , daß das nicht hingenommen werden darf . ;416 7 110 14 30 15 315 8471 115 1254 25;It is clear that is not acceptable . ;27 28 72 31 28 77 2202 26;It is clear that not board . ;27 28 72 31 77 6338 26;0.000127289383644217;1;3
Was geschah mit der Person , die für diesen Rechenfehler verantwortlich zeichnete ? ;637 6096 131 5 11002 14 16 32 313 0 2056 0 554;What happened to the person who was responsible for that miscalculation ? ;811 2175 37 4 526 287 834 502 61 31 0 577;What happened with the this lung household appliances ? ;811 2175 46 4 124 7440 4481 11685 577;9.114452911533448e-06;1;6
Wir erkennen zugleich an , daß die Mehrheit der Bediensteten der Kommission außerordentlich fleißig arbeitet . ;129 4748 8467 113 14 30 16 986 5 7065 5 219 288 0 10055 25;We recognise that most of the officials within the Commission are extremely hard-working . ;40 2485 31 304 12 4 5617 561 4 227 41 475 7364 26;We also majority recognise Commission ;40 342 985 2485 227;4.851021945029451e-09;2;2
Ebenso sollten wir uns aber auch der Tatsache bewußt sein , daß jemand , der im Glashaus sitzt , nicht mit Steinen werfen darf . ;767 1614 42 285 383 188 5 1367 1434 1035 14 30 2042 14 5 73 0 5306 14 315 131 0 5675 1254 25;We also need to recognise that people who live in glasshouses should not throw stones . ;40 342 789 37 2485 31 420 287 1172 3 0 33 77 6146 8150 26;also should aware that not . ;342 33 1405 31 77 26;2.7382565218240224e-10;1;4
Das Europäische Parlament hat sich in seiner Geschichte nämlich auch nicht immer konsequent verhalten . ;157 1801 63 120 180 4 696 591 681 188 315 671 2670 6206 25;The European Parliament has not exactly been clean in its approach to things throughout its history . ;226 193 64 76 77 1140 78 4693 3 170 1805 37 1103 275 170 607 26;The European Parliament has history , are ;226 193 64 76 607 20 41;4.415819474328841e-08;2;2
Wir haben also noch einen langen Weg vor uns bis zur eigenen Vollkommenheit . ;129 95 720 613 232 1357 1037 96 285 162 222 542 0 25;We have a long way to go before we are perfect ourselves . ;40 113 35 405 486 37 423 101 318 41 6883 686 26;We have therefore long way us its own . ;40 113 29 405 486 295 170 1195 26;1.5619231602863425e-07;1;3
Abschließend möchte ich bemerken , daß die Kommission an ihrem Verhältnis zur Öffentlichkeit arbeiten muß . ;1949 108 210 11376 14 30 16 219 113 763 5377 222 2051 457 334 25;Finally , can I say that the Commission needs to work on its relationships with the public . ;2428 20 6 117 471 31 4 227 298 37 231 82 170 3516 46 4 971 26;Finally , would like Commission comment relation public . ;2428 20 427 118 227 1487 621 971 26;2.766052027405305e-11;1;4
Die europäischen Steuerzahler müssen wieder Vertrauen haben können . ;37 779 8533 317 91 1132 95 311 25;European taxpayers need to be re-assured . ;193 8695 789 37 8 0 26;The European taxpayers must confidence . ;226 193 8695 347 1121 26;0.002788438123608161;1;3
Das Schicksal der Kommission , ja der gesamten Europäischen Union , hängt von der Umsetzung dieser Reform ab . ;157 4300 5 219 14 529 5 590 62 266 14 920 46 5 52 82 956 922 25;The fate of the Commission , of the whole European Union , rests on delivery of this reform . ;226 4029 12 4 227 20 12 4 567 193 276 20 12289 82 5014 12 124 965 26;The fate Commission the , European Union is the these reform . ;226 4029 227 4 20 193 276 28 4 84 965 26;3.0775744139574063e-09;1;4
Das ist das eigentliche Thema die Umsetzung dieser Vorschläge . ;157 7 15 9272 414 16 52 82 238 25;That is the key issue , delivery of these proposals . ;1014 28 4 387 216 20 5014 12 84 248 26;The is the the third itself matter the implementation these proposals . ;226 28 4 4 1508 884 1077 4 171 84 248 26;2.9354703723445162e-05;1;3
Herr Präsident , zunächst mein Kompliment an den Berichterstatter , Herrn van Hulten , zu seinem ersten Bericht . ;53 54 14 2093 1459 4994 113 33 1302 14 143 6636 0 14 28 1161 870 1506 25;Mr President , I would like to start by extending my compliments to the rapporteur , Mr van Hulten , on his first report . ;47 58 20 117 427 118 37 1004 10 5529 844 9341 37 4 1287 20 47 7523 13907 20 82 706 457 1132 26;First Mr President , compliment my the rapporteur Mr van , his first Report . ;1193 47 58 20 2246 844 4 1287 47 7523 20 706 457 1650 26;2.36173969396882e-10;1;2
Bewundernswert finde ich insbesondere , daß ihm das Herz nicht in die Hose gerutscht ist , als er von zahlreichen Änderungsanträgen überhäuft wurde . ;0 764 210 185 14 30 1110 15 11277 315 4 16 0 0 7 14 354 700 46 4326 1387 0 412 25;I very much admire him for keeping his spirits up at a time when he was inundated with so many amendments . ;117 372 781 19815 2247 61 3479 706 4398 890 242 35 398 363 711 834 23187 46 1097 812 1302 26;me that to which not household appliances is ;766 31 37 15 77 4481 11685 28;6.6646349847798505e-15;2;4
Die Archive der Kommission lassen viel zu wünschen übrig . ;37 0 5 219 680 303 28 4630 7443 25;The Commission s records leave a great deal to be desired . ;226 227 24 6937 2835 35 320 321 37 8 2603 26;The of the Commission much be desired . ;226 12 4 227 781 8 2603 26;7.18990574193701e-05;1;3
Das haben wir zu spüren bekommen , als wir den Fléchard-Fall untersuchen sollten , dem wir übrigens bei weitem noch nicht auf den Grund gekommen sind . ;157 95 42 28 11894 1150 14 354 42 33 0 5556 1614 14 61 42 2048 228 4228 613 315 9 33 928 5632 87 25;We noticed this when we had to investigate the Flechard affair , which , as it happens , has still not been sorted out . ;40 2851 124 363 318 442 37 4617 4 0 6233 20 15 20 21 86 4932 20 76 639 77 78 4469 1073 26;The have we analyse them we the far from . ;226 113 318 9396 161 318 4 1098 186 26;3.359501154563318e-13;1;3
Noch ein Wort zur ex-post-Kontrolle , zu den DAS . ;1929 67 1500 222 0 14 28 33 0 25;I would also like to say a few words about ex post financial control . ;117 427 342 118 37 471 35 1730 1981 339 12080 3498 131 218 26;- Attwooll , the . ;638 3933 20 4 26;7.034736521404012e-05;1;4
Zum Teil ist Herr van Hulten schon in seinem Bericht darauf eingegangen . ;1099 1293 7 53 6636 0 2047 4 1161 1506 561 3776 25;This has also been partly dealt with in the van Hulten report . ;162 76 342 78 1967 2085 46 3 4 7523 13907 1132 26;Some is Mr van report . ;2503 28 47 7523 1132 26;2.336393990429625e-06;1;2
Wir sollten pro Kategorie und pro Sektor benoten , wie der Haushalt ausgeführt wird . ;129 1614 1701 5792 20 1701 683 0 14 420 5 5754 6710 139 25;I think it would be useful if we were to give report figures per category and per sector on how the budget is implemented . ;117 377 86 427 8 3289 121 318 114 37 477 1132 1294 1446 6733 53 1446 692 82 431 4 2120 28 2109 26;We should per sector each category and the budget will said . ;40 33 1446 692 950 6733 53 4 2120 125 532 26;3.4679876400085833e-07;1;3
Jetzt herrscht allenthalben der Eindruck , alles im europäischen Haushalt sei schlecht . ;1338 2648 0 5 2351 14 406 73 779 5754 847 5872 25;The general impression at present is that anything budget-related within Europe is bad . ;226 1770 2219 242 153 28 31 581 0 561 135 28 866 26;Now is feeling European budget a bad thing . ;2537 28 4247 193 2120 35 866 1883 26;5.032339056795235e-07;1;4
Eindeutig ist in den letzten Jahren in der Landwirtschaft ein Aufwärts- , bei den Strukturfonds aber ein Abwärtstrend auszumachen . ;0 7 4 33 1092 741 4 5 2223 67 0 14 228 33 2388 383 67 0 16460 25;It is clear that , over the past couple of years , we have noticed an upward trend in agriculture and a downward one in structural expenditure . ;27 28 72 31 20 96 4 1743 5760 12 397 20 318 113 2851 13 12557 5366 3 2933 53 35 3962 413 3 2251 3048 26;Recent current accident have seen years agriculture , Structural Funds . ;15216 1779 3540 113 2406 397 2933 20 2351 2352 26;4.1005481035150835e-12;1;2
Kann das sein ? ;548 15 1035 554;Is this possible ? ;1638 124 209 577;Can be ? ;4228 8 577;0.007458350583035455;1;3
Ich möchte der Kommission vorschlagen , eine deadline für die Umsetzung der Reformen zu setzen . ;107 108 5 219 2206 14 211 0 32 16 52 5 3236 28 339 25;I would like to suggest to the Commission that it prescribe a deadline by which the reforms have to be carried out . ;117 427 118 37 5030 37 4 227 31 86 8519 35 5856 10 15 4 1915 113 37 8 2165 1073 26;I would like Commission reforms a implementation . ;117 427 118 227 1915 35 171 26;2.444048077729817e-08;1;2
Wenn wir neue Mitgliedstaaten aufnehmen , darf es nicht sein , daß wir in unserem eigenen Haus noch keine Ordnung geschaffen haben . ;112 42 402 193 3263 14 1254 27 315 1035 14 30 42 4 541 542 2278 613 80 2980 1979 95 25;If we admit new Member States then we need to put our own House in order first . ;324 318 2617 416 202 75 330 318 789 37 348 154 1195 1479 3 735 457 26;If we Member States new be must that we our own House have a . ;324 318 202 75 416 8 347 31 318 154 1195 1479 113 35 26;1.4465346047356645e-11;1;3
Herr Präsident , sehr geehrte Kolleginnen und Kollegen ! ;53 54 14 510 8179 56 20 57 58;Mr President , I would firstly like to thank Mr van Hulten . ;47 58 20 117 427 1399 118 37 449 47 7523 13907 26;Mr President , ladies and gentlemen ;47 58 20 1169 53 1170;0.0025010273548210717;1;2
Zunächst mein Dank an den Kollegen van Hulten . ;1457 1459 925 113 33 57 6636 0 25;It is his first report here in plenary . ;27 28 706 457 1132 712 3 3178 26;Firstly my the ;3579 844 4;3.896578341496345e-06;2;5
