Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.07107778819119025;1;1
Es darf nicht mehr so sein , daß finanzkräftige Organisationen über ihre Vertreter in Brüssel an Informationen gelangen können und der Normalbürger nicht . ;416 1254 315 68 208 1035 14 30 0 2469 153 807 855 4 1544 113 196 6321 311 20 5 0 315 25;We must put an end to the situation in which financially powerful organisations with representation in Brussels are able to access information whilst the ordinary citizen is not . ;40 347 348 13 349 37 4 69 3 15 6402 4318 1726 46 4598 3 1202 41 79 37 1713 204 4531 4 3234 3235 28 77 26;It must not be more this , that Brussels organisations representatives information and . ;27 347 77 8 65 124 20 31 1202 1726 802 204 53 26;9.667811234716775e-13;1;3
Schließlich bedarf es selbstverständlich auch einer besseren Zusammenarbeit zwischen dem Europäischen Rechnungshof und seinen nationalen Pendants . ;1659 5366 27 3102 188 456 1747 191 192 61 62 3139 20 197 300 0 25;Ultimately , we also need to achieve better cooperation , of course , between the European Court of Auditors and its national counterparts . ;18181 20 318 342 789 37 646 112 197 20 12 931 20 201 4 193 491 12 2884 53 170 316 9570 26;Finally , better cooperation between European Court of Auditors and its national . ;2428 20 112 197 201 193 491 12 2884 53 170 316 26;4.81966469258618e-07;1;5
Dieser Bericht über die Entlastung ist selbstverständlich an die Kommission gerichtet . ;1041 1506 153 16 6055 7 3102 113 16 219 1426 25;Finally , this discharge report is naturally addressed to the Commission . ;2428 20 124 5578 1132 28 2775 3573 37 4 227 26;This report on discharge is the Commission sent . ;162 1132 82 5578 28 4 227 355 26;2.964722525381334e-07;1;2
Solange wir kein Statut haben , sind wir als Motor für das Reformpaket der Union unglaubwürdig . ;12692 42 1674 2167 95 14 87 42 354 379 32 15 14624 5 266 0 25;As long as we have no status , we are not credible as a force for reforming the Union . ;292 405 21 318 113 740 2057 20 318 41 77 3625 21 35 2974 61 3553 4 276 26;As long as we statute driving force for the Union reform package . ;292 405 21 318 2047 1356 2974 61 4 276 965 642 26;1.550475378184722e-08;1;4
Die Reform der Institutionen der EU ist eine Grundvoraussetzung für den weiteren Aufbau Europas . ;37 956 5 780 5 31 7 211 14644 32 33 2043 306 126 25;The reforms of the European institutions are necessary in order to be able to continue Europe s development process . ;226 1915 12 4 193 793 41 299 3 735 37 8 79 37 268 135 24 569 214 26;EU The reform institutions of the is a bottom line for build European yet . ;32 226 965 793 12 4 28 35 6511 3110 61 2486 193 418 26;1.681316993764097e-08;1;1
Nur ein offenes und demokratisches Europa kann schlagkräftig und gerecht sein . ;2329 67 8043 20 8786 365 371 0 20 4163 1035 25;We cannot have a decisive and fair Europe unless it is also open and democratic . ;40 684 113 35 2878 53 2637 135 3348 86 28 342 1068 53 217 26;Only a and democratic Europe can and fair may . ;2199 35 53 217 135 6 53 2637 319 26;0.00012039266694276486;1;1
Herr Präsident , der Ausschuß für Industrie , Außenhandel , Forschung und Energie hat sich entschlossen , den Anfang zu machen und einen Bericht zur Entlastung für das Haushaltsjahr 1997 zu erstellen , auch wenn wir keinen konkreten Auftrag dazu hatten . ;53 54 14 5 1052 32 4745 14 5280 14 1267 20 968 120 180 4543 14 33 703 28 397 20 232 1506 222 6055 32 15 5795 615 28 7821 14 188 278 42 1174 2007 1125 1064 140 25;Mr President , the Committee on Industry decided to go ahead and draw up a report on the discharge for 1997 although we were not specifically asked to do so . ;47 58 20 4 1046 82 4853 982 37 423 6515 53 409 890 35 1132 82 4 5578 61 634 671 318 114 77 654 314 37 580 1097 26;Mr President , the Committee on for Industry , External Trade , Research and Energy has decided to beginning and discharge a report for financial year 1997 if we no have had specific . ;47 58 20 4 1046 82 61 4853 20 4854 1916 20 1258 53 4829 76 982 37 139 53 5578 35 1132 61 131 1013 634 121 318 740 113 442 428 26;8.589969360366284e-16;1;2
Die Bürger Europas erwarten , und dies völlig zu Recht , daß die europäischen Organe über eine funktionierende Verwaltung verfügen . ;37 312 126 1130 14 20 302 1195 28 309 14 30 16 779 959 153 211 11215 5138 1885 25;Citizens of Europe expect the European institutions to be properly managed and they are right to do so . ;3066 12 135 645 4 193 793 37 8 5183 640 53 108 41 871 37 580 1097 26;The citizens of Europe expect and this right totally that the European institutions functioning have which administration . ;226 333 12 135 645 53 124 871 2088 31 4 193 793 2395 113 15 3551 26;1.459363718080413e-11;1;2
Das , was ich bereits an Reformen gesehen habe , sieht erfreulich aus . ;157 14 184 210 260 113 3236 1618 284 14 2550 3305 181 25;From what I have seen of the reform process , it looks good . ;2989 467 117 113 2406 12 4 965 214 20 86 9204 30 26;The includes by reforms ;226 1610 10 1915;2.987169785055054e-08;2;1
Es ist ein hervorragender Bericht , und wir alle sollten sie dazu beglückwünschen . ;416 7 67 14392 1506 14 20 42 706 1614 241 1064 1352 25;It is an excellent report and we should all congratulate her on it . ;27 28 13 2308 1132 53 318 33 223 1335 356 82 86 26;It is a report and we all should congratulate her . ;27 28 35 1132 53 318 223 33 1335 356 26;3.016974634896269e-05;1;2
Nun möchte ich Ihre Aufmerksamkeit auf zwei Dinge lenken . ;919 108 210 1890 1018 9 372 1105 9340 25;There are two issues I would like to draw your attention to . ;1363 41 386 940 117 427 118 37 409 1234 410 37 26;I Now wants to draw your attention two things . ;117 2537 1090 37 409 1234 410 386 1103 26;0.00012465667078163657;1;2
Zum einen geht es um die nukleare Sicherheit in Osteuropa . ;1099 232 417 27 390 16 9994 17 4 12658 25;One is nuclear safety in Eastern Europe . ;1095 28 3647 360 3 6141 135 26;starts nuclear security in Eastern Europe . ;7318 3647 17 3 6141 135 26;0.00015893420619875076;1;1
Das müssen wir in Ordnung bringen . ;157 317 42 4 2980 633 25;We have to get this right . ;40 113 37 1319 124 871 26;must This we . ;347 162 318 26;0.001962378459128481;1;1
Nach Ansicht des Ausschusses Unabhängiger Sachverständiger ist die Kommission hier nicht sachgemäß vorgegangen . ;2212 480 50 1677 0 18208 7 16 219 531 315 0 5331 25;The Committee of Independent Experts said the Commission was not managing this properly . ;226 1046 12 3365 3565 532 4 227 834 77 9310 124 5183 26;According Committee on sectoral Experts is the Commission too here this . ;4169 1046 82 8678 3565 28 4 227 404 712 124 26;9.64881667323341e-10;1;1
Hier müssen wir nachbessern . ;778 317 42 0 25;We have to remedy that . ;40 113 37 9778 31 26;must This we . ;347 162 318 26;0.0022316094988482278;1;6
Zum anderen geht es um Kontrollmechanismen . ;1099 1242 417 27 390 17592 25;The second point is about scrutiny mechanisms . ;226 1292 1089 28 339 6518 2593 26;starts control mechanisms in . ;7318 218 2593 3 26;3.978726795811268e-05;1;1
Herr Präsident , liebe Kolleginnen und Kollegen , sehr geehrte Frau Kommissarin ! Seien wir ehrlich , wir befinden uns in einer recht merkwürdigen Lage . ;53 54 14 1178 56 20 57 14 510 8179 617 1349 58 1432 42 7243 14 42 626 285 4 456 4849 0 2721 25;Mr President , Commissioner , if we are honest , we find ourselves in a somewhat unusual situation . ;47 58 20 1168 20 121 318 41 8329 20 318 210 686 3 35 3024 4773 69 26;Mr President , ladies and gentlemen , ladies Commissioner ! be we we are a very situation . ;47 58 20 1169 53 1170 20 1169 1168 713 8 318 318 41 35 372 69 26;6.581370161214921e-12;1;1
Wir befassen uns mit der Entlastung für ein Jahr , das hinter uns liegt , zugleich aber auch mit der Verantwortung der Kommission . ;129 1425 285 131 5 6055 32 67 105 14 15 995 285 644 14 8467 383 188 131 5 2816 5 219 25;We are discussing last year s discharge , but also the Commission s responsibility . ;40 41 5904 1416 1013 24 5578 20 322 342 4 227 24 2611 26;We the discharge for a year behind the responsibility Commission . ;40 4 5578 61 35 1013 1599 4 2611 227 26;1.271319211202911e-10;1;3
Ich möchte auf die Probleme eingehen , die sich nach wie vor auf unserem Tisch stapeln . ;107 108 9 16 374 410 14 16 180 147 420 96 9 541 2135 0 25;I would like to raise the problems which are still piled up high on our desks . ;117 427 118 37 1714 4 388 15 41 639 19402 890 1161 82 154 17624 26;I would like to problems plans ;117 427 118 37 388 1910;2.1206790657223142e-10;2;2
Es geht um eine Kommission , die zurückgetreten ist . ;416 417 390 211 219 14 16 0 7 25;It is about a Commission which is no more . ;27 28 339 35 227 15 28 740 65 26;It is a the . ;27 28 35 4 26;8.886865040568702e-05;1;2
Eine neue Kommission ist im Amt . ;1517 402 219 7 73 9499 25;There is now a new Commission . ;1363 28 362 35 416 227 26;A new Commission is . ;1999 416 227 28 26;0.0016598448081022463;1;1
Jetzt , da wir über die Entlastung entscheiden müssen , wissen wir allerdings nicht , wie er aussieht . ;1338 14 104 42 153 16 6055 2271 317 14 887 42 304 315 14 420 700 8827 25;We are all very much anticipating this , but the facts are still missing at this time when we already have to decide whether or not to grant discharge . ;40 41 223 372 781 16933 124 20 322 4 5548 41 639 2017 242 124 398 363 318 271 113 37 2670 1142 66 77 37 5579 5578 26;However , there Now , because we discharge we not . ;843 20 672 2537 20 481 318 5578 318 77 26;1.963138147032663e-09;1;2
Ganz eindeutig befinden wir uns in einem Dilemma , vor dem auch die Berichterstatterin gestanden hat . ;433 1240 626 42 285 4 48 7787 14 96 61 188 16 3326 2657 120 25;It is clearly a dilemma with which the rapporteur has also struggled . ;27 28 1024 35 7146 46 15 4 1287 76 342 28515 26;clearly are a dilemma rapporteur case . ;1024 41 35 7146 1287 922 26;1.882950150821217e-06;1;1
Meine Vorrednerin ist bereits darauf eingegangen . ;1741 11386 7 260 561 3776 25;The previous speaker already said something about this . ;226 1831 4672 271 532 2472 339 124 26;Ladies is already . ;4326 28 271 26;0.002348811729102458;1;2
Auf diese entscheidenden Fragen in diesem Bereich stehen die Antworten noch aus . ;2005 127 6249 442 4 137 155 792 16 1124 613 181 25;We have still not had a response to crucial questions of this type . ;40 113 639 77 442 35 2164 37 2751 312 12 124 350 26;In answers this questions this area , which . ;451 2362 124 312 124 160 20 15 26;4.57613088554161e-09;1;3
Gleiches gilt beispielsweise für ganz konkrete Projekte , die der Industrieausschuß zur Sprache gebracht hat . ;4064 2751 895 32 109 2551 1771 14 16 5 0 222 1778 353 120 25;This also applies , for example , to the very real projects which the Committee on Industry has introduced . ;162 342 1460 20 61 912 20 37 4 372 1982 1740 15 4 1046 82 4853 76 3359 26;The same example , to fully for concrete projects has to language . ;226 962 912 20 37 1186 61 1862 1740 76 37 1744 26;1.1478571857886494e-08;1;1
Die Entlastung für das Jahr 1996 war der Anfang vom Ende der letzten Kommission . ;37 6055 32 15 105 5214 818 5 703 743 338 5 1092 219 25;Finally , Mr President , the 1996 discharge was the beginning of the end of the last Commission . ;2428 20 47 58 20 4 4801 5578 834 4 139 12 4 349 12 4 1416 227 26;The granting discharge for 1996 the . was the beginning the end of the last Commission . ;226 280 5578 61 4801 4 26 834 4 139 4 349 12 4 1416 227 26;5.594495765865702e-08;1;1
Wir sind der Ansicht , daß der Jahresbericht des Rechnungshofes uns in unserer Auffassung bestärkt . ;129 87 5 480 14 30 5 6985 50 10294 285 4 422 1042 7783 25;We think that this picture of ours is confirmed by the examination carried out by the Court of Auditors . ;40 377 31 124 2189 12 3507 28 2304 10 4 3201 2165 1073 10 4 491 12 2884 26;We are that the annual report council of the Court perception ;40 41 31 4 4229 1132 5811 12 4 491 3766;3.1615419647573465e-06;2;1
Es ist gut und notwendig , daß Reformen in Aussicht gestellt wurden . ;416 7 2210 20 1853 14 30 3236 4 6979 444 401 25;It is both good and necessary that reforms have been promised . ;27 28 593 30 53 299 31 1915 113 78 4046 26;It is good and necessary that ;27 28 30 53 299 31;1.6385148597389338e-06;2;2
Aus diesem Grunde werden wir für die in der Entschließung geforderten Reformen , aber gegen die Entlastung stimmen . ;927 137 1715 115 42 32 16 4 5 1535 3168 3236 14 383 280 16 6055 2276 25;We are therefore going to vote in favour of the demands for reforms which are presented in the resolution , but against the granting of discharge . ;40 41 29 2335 37 1181 3 1015 12 4 2166 61 1915 15 41 239 3 4 1065 20 322 177 4 280 12 5578 26;For this is why resolution demand reforms but against discharge . ;1671 124 28 710 1065 2915 1915 322 177 5578 26;1.987723223278864e-08;1;2
Herr Präsident , zunächst möchte ich Frau van der Laan für ihre sehr gute Arbeit , die sie mit diesem Bericht geleistet hat , ein Lob aussprechen . ;53 54 14 2093 108 210 617 6636 5 9747 32 807 510 2066 223 14 16 241 131 137 1506 3159 120 14 67 7142 5607 25;Mr President , first of all , I have only positive comments to make on Mrs Van der Laan s very expert work on this report . ;47 58 20 457 12 223 20 117 113 7 485 1334 37 119 82 2185 7252 8945 8946 24 372 3198 231 82 124 1132 26;I Mr President , first of all would like has Mrs van der Laan for very good work this report contributed . ;117 47 58 20 457 12 223 427 118 76 2185 7523 8945 8946 61 372 30 231 124 1132 2030 26;4.058647169375693e-13;1;2
Die Fraktion Union für das Europa der Nationen kann für das Haushaltsjahr 1997 keine Entlastung erteilen . ;37 1011 266 32 15 365 5 1553 371 32 15 5795 615 80 6055 5663 25;The Union for a Europe of Nations Group cannot vote for approving the accounts for 1997 . ;226 276 61 35 135 12 1530 234 684 1181 61 5549 4 1546 61 634 26;The Group of Union for the Europe of nations can financial year 1997 did not refusal any to discharge . ;226 234 12 276 61 4 135 12 2906 6 131 1013 634 823 77 3644 452 37 5578 26;1.734255787581965e-07;1;1
Wir halten es für falsch , von der Verantwortung der Kommission als Institution zu sprechen . ;129 41 27 32 1465 14 46 5 2816 5 219 354 2760 28 1562 25;We think it is wrong to talk about the Commission s liability as an institution . ;40 377 86 28 1439 37 4403 339 4 227 24 5351 21 13 2562 26;We is wrong , responsibility Commission as an institution . ;40 28 1439 20 2611 227 21 13 2562 26;4.725566683045798e-07;1;2
Vor diesem Hintergrund besteht kein Anlaß , Entlastung zu erteilen . ;740 137 2977 2137 1674 1106 14 6055 28 5663 25;There is no reason why , against this background , we should agree to grant discharge . ;1363 28 740 979 710 20 177 124 2200 20 318 33 583 37 5579 5578 26;Against this background no reason to give discharge . ;9426 124 2200 740 979 37 477 5578 26;6.344576479872171e-05;1;2
Heute nun wird im Bericht von Frau van der Laan - auf den sie viel fleißige Arbeit verwendet hat , wofür ihr sehr herzlich zu danken ist - vorgeschlagen , der Kommission die Entlastung für 1997 zu erteilen . ;118 349 139 73 1506 46 617 6636 5 9747 625 9 33 241 303 0 223 1418 120 14 4516 1401 510 5031 28 448 7 625 382 14 5 219 16 6055 32 615 28 5663 25;Mrs van der Laan s report - on which she has lavished a great deal of hard work , and for which we are indebted to her - proposes that we should grant discharge to the Commission for 1997 . ;2185 7523 8945 8946 24 1132 638 82 15 2888 76 20473 35 320 321 12 1842 231 20 53 61 15 318 41 15103 37 356 638 4327 31 318 33 5579 5578 37 4 227 61 634 26;This now a report Mrs van der Laan - use much work has used for which thank very - Commission discharge for give in 1997 . ;162 362 35 1132 2185 7523 8945 8946 638 705 781 231 76 1391 61 15 449 372 638 227 5578 61 477 3 634 26;6.574142414748818e-24;1;2
Aber so ist es nun einmal . ;1559 208 7 27 349 627 25;That is just the way things are , however . ;1014 28 340 4 486 1103 41 20 693 26;But is . ;1846 28 26;0.0005478315960060218;1;2
Mit der Mandatsübernahme hat die neue Kommission auch die Verantwortung für die Leistungen , aber auch Fehlleistungen aus der Vergangenheit zu übernehmen . ;2688 5 0 120 16 402 219 188 16 2816 32 16 2542 14 383 188 0 181 5 1775 28 4628 25;In taking over the mandate , the new Commission has to assume responsibility not just for the achievements of the past but also for the mistakes made . ;451 594 96 4 5207 20 4 416 227 76 37 3425 2611 77 340 61 4 3710 12 4 1743 322 342 61 4 8025 228 26;With the has already the new Commission the responsibility for services but also from the past . ;303 4 76 271 4 416 227 4 2611 61 1139 322 342 186 4 1743 26;2.1965164807345156e-12;1;2
Diese Frage hätte bei der Einsetzung der neuen Kommission gestellt werden müssen . ;1365 202 608 228 5 6118 5 1273 219 444 115 317 25;This question ought to have been asked when the new Commission was appointed . ;162 213 2438 37 113 78 314 363 4 416 227 834 3576 26;This question the new Commission asked . ;162 213 4 416 227 314 26;1.759605905896804e-08;1;2
Denn meiner Meinung nach ist der dritte Teil des Berichts von Frau van der Laan der wichtigste , nämlich der Entschließungsantrag . ;2082 1712 1057 147 7 5 4150 1293 50 2942 46 617 6636 5 9747 5 2252 14 681 5 5766 25;For it is the third section of Mrs van der Laan s report that is the most important , to my mind , namely the motion for a resolution . ;1671 86 28 4 1508 1462 12 2185 7523 8945 8946 24 1132 31 28 4 304 183 20 37 844 821 20 1173 4 1370 61 35 1065 26;I the third the report of Mrs van of the der Laan thing in the most important thing the ;117 4 1508 4 1132 12 2185 7523 12 4 8945 8946 1883 3 4 304 183 1883 4;7.251978959340543e-12;2;2
Als Reaktion darauf ist die Kommission mehrere Verpflichtungen eingegangen und hat sicherlich viele Reformmaßnahmen eingeleitet . ;2358 3534 561 7 16 219 441 1244 3776 20 120 2434 341 0 138 25;In response to this the Commission has entered into various commitments and has certainly adopted many reform measures . ;451 2164 37 124 4 227 76 5180 847 59 4884 53 76 2292 1376 812 965 644 26;As reaction is the Commission referred several commitments and certainly many taken . ;292 4778 28 4 227 130 182 4884 53 2292 812 855 26;4.4561611739265446e-09;1;2
Für 1997 war die alte Kommission verantwortlich , deshalb ist die neue Kommission der Meinung , daß sie die Verantwortung dafür nicht übernehmen kann . ;170 615 818 16 3267 219 2056 14 1520 7 16 402 219 5 1057 14 30 241 16 2816 938 315 4628 371 25;1997 was a matter for the old Commission and , therefore , the new Commission does not think that it can accept liability . ;634 834 35 1077 61 4 2543 227 53 20 29 20 4 416 227 456 77 377 31 86 6 1608 5351 26;For 1997 the old was Commission is the new Commission of opinion that responsibility . ;1671 634 4 2543 834 227 28 4 416 227 12 492 31 2611 26;8.851468688782559e-12;1;2
Es ist richtig , daß der Haushalt 1997 in die Verantwortung der alten Kommission fällt . ;416 7 1151 14 30 5 5754 615 4 16 2816 5 2738 219 1294 25;It is true that implementation of the Budget for 1997 fell within the old Commission s remit . ;27 28 87 31 171 12 4 5600 61 634 6624 561 4 2543 227 24 9529 26;It is right that the budget 1997 in falls responsibility , ;27 28 871 31 4 2120 634 3 1282 2611 20;4.957116598924894e-07;2;2
Einige sind der Ansicht , daß wir mehr davon haben , wenn wir die alten Sünden vergessen und ganz neu anfangen . ;1407 87 5 480 14 30 42 68 921 95 14 278 42 16 2738 0 1283 20 109 623 4383 25;There are some who think that it is more in our interests to let bygones be bygones and make a fresh start . ;1363 41 149 287 377 31 86 28 65 3 154 1231 37 1749 0 8 0 53 119 35 5577 1004 26;Some are that we more if we old and forgotten and new to . ;2503 41 31 318 65 121 318 2543 53 9071 53 416 37 26;6.581968703864479e-12;1;2
Dabei beziehe ich mich insbesondere auf die früheren ECHO-Skandale . ;426 5001 210 1290 185 9 16 2713 0 25;I am referring here especially to the earlier scandals involving ECHO . ;117 681 1859 712 944 37 4 414 5522 2859 5766 26;I refer in particular predecessors . ;117 437 3 438 2341 26;1.3678528861554607e-06;1;2
Das erweckt den Eindruck , als habe die Kommission etwas zu verbergen . ;157 4159 33 2351 14 354 284 16 219 558 28 5957 25;From the outside , it looks as if the Commission has something to hide . ;2989 4 857 20 86 9204 21 121 4 227 76 2472 37 10877 26;This impression I have the Commission hide . ;162 2219 117 113 4 227 10877 26;5.431213706492777e-07;1;2
Ansonsten können wir unsere Arbeit nicht erledigen . ;8853 311 42 151 223 315 11128 25;Otherwise , we cannot carry out our work . ;6923 20 318 684 3556 1073 154 231 26;Otherwise , can be the our work . ;6923 20 6 8 4 154 231 26;2.2073346306997707e-05;1;2
Vielen Dank , Frau Kommissarin Schreyer ! ;924 925 14 617 1349 11585 58;Thank you , Commissioner Schreyer . ;447 448 20 1168 14329 26;Thank you , Commissioner Mrs Schreyer , ;447 448 20 1168 2185 14329 20;0.017885249900572456;1;2
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.2852803609567986;1;2
Die Abstimmung findet morgen um 12 . 00 Uhr statt . ;37 1190 900 530 390 167 25 1192 1193 934 25;The vote will take place tomorrow at 12 p . m . ;226 1181 125 689 856 1182 242 173 2747 26 1185 26;The vote will take tomorrow at 12 noon . ;226 1181 125 689 1182 242 173 4163 26;0.0004034187839292816;1;5
Zweiter Bericht des Ausschusses unabhängiger Sachverständiger ;15659 1506 50 1677 3818 18208;Response to Second Report of Committee of Independent Experts ;24408 37 5894 1650 12 1046 12 3365 3565;Second report Committee on Experts ;5894 1132 1046 82 3565;0.03414760914760915;1;1
Die Anzahl der Dienststellen wurde verringert . ;37 4273 5 12501 412 3680 25;The number of departments has been reduced . ;226 868 12 3696 76 78 3950 26;The number of services has been reduced . ;226 868 12 1139 76 78 3950 26;0.005775478705463849;1;2
Damit dies erreicht werden kann , sind Maßnahmen auf vier Gebieten erforderlich . ;1528 302 686 115 371 14 87 179 9 712 493 2730 25;In order to achieve this , action is required in four areas . ;451 735 37 646 124 20 188 28 2361 3 721 425 26;In order this to measures is four areas . ;451 735 124 37 644 28 721 425 26;2.4888759543463517e-07;1;2
Eines der Hauptprobleme ist das Fehlen eines funktionierenden Finanzkontrollsystems . ;11582 5 17439 7 15 519 11 8916 0 25;One of the main problems is the lack of a functioning system of financial control . ;1095 12 4 521 388 28 4 2520 12 35 2395 848 12 131 218 26;One main problems is the absence of of a . ;1095 521 388 28 4 2673 12 12 35 26;1.692825308165919e-05;1;2
Es muß ein neues , unabhängiges Finanzkontrollsystem eingerichtet werden . ;416 334 67 4544 14 11587 0 404 115 25;A new independent audit system service must be set up . ;1999 416 2908 10357 848 1151 347 8 115 890 26;It must a new , independent . ;27 347 35 416 20 2908 26;0.001009074875447112;1;1
Heute sind umgehende Veränderungen gefragt . ;118 87 0 1013 4012 25;Urgent change is required today . ;0 140 28 2361 815 26;Asylum Today are desperate changes . ;235 1489 41 10241 658 26;0.00016511852113475597;1;2
Die politische Krise , die zum Scheitern der Kommission im Laufe dieses Jahres führte , zeigte deutlich die Notwendigkeit unzweideutiger und durchsetzbarer Verhaltensregeln . ;37 935 6372 14 16 587 4035 5 219 73 3732 207 1007 4707 14 10323 2339 16 1746 0 20 0 15011 25;The political crisis which led to the downfall of the Commission earlier this year clearly demonstrated the need for unambiguous and enforceable rules of conduct . ;226 668 2025 15 2669 37 4 7956 12 4 227 414 124 1013 1024 5517 4 789 61 16489 53 2443 1905 12 2237 26;The political crisis fail accepted the Commission in led this clearly showed need for and rules . ;226 668 2025 1333 1304 4 227 3 2669 124 1024 1517 789 61 53 1905 26;4.521334728388394e-12;1;1
Das Parlament muß sie bewerten , und sie sollten Rechtskraft erhalten . ;157 63 334 241 2612 14 20 241 1614 0 1698 25;They must be assessed by Parliament and should be made legally binding . ;851 347 8 11385 10 64 53 33 8 228 3357 1975 26;have to assess The Parliament and should . ;113 37 7941 226 64 53 33 26;3.478948478749274e-07;1;2
Auch wenn solche Maßnahmen niemals eine Alternative zu einer funktionierenden Verwaltung sein können , sollten sie dann , wenn etwas schiefgelaufen ist , als Notventil benutzt werden können . ;892 278 866 179 882 211 4122 28 456 8916 5138 1035 311 14 1614 241 569 14 278 558 0 7 14 354 0 4928 115 311 25;Although such measures can never be an alternative for good management , they must be an escape valve when something goes wrong . ;2080 972 644 6 897 8 13 2605 61 30 2216 20 108 347 8 13 3879 0 363 2472 665 1439 26;If such measures never alternative a administration option they should if is something . ;324 972 644 897 2605 35 3551 4460 108 33 121 28 2472 26;1.7639750000550633e-14;1;2
Entscheidend ist , daß die Reformen nicht auf die Kommission beschränkt bleiben . ;5650 7 14 30 16 3236 315 9 16 219 1114 678 25;Crucially , reforms must not be limited to the Commission . ;0 20 1915 347 77 8 1075 37 4 227 26;It is that the reforms in not the Commission . ;27 28 31 4 1915 3 77 4 227 26;0.00010500273045374908;1;1
Der soziale Dialog hat häufig als Reformbremse gewirkt , und seine Überarbeitung ist längst überfällig . ;376 2395 3794 120 3463 354 0 1992 14 20 164 6042 7 5187 15880 25;The social dialogue has often acted as a brake on reform and its overhaul is long overdue . ;226 2253 2505 76 1711 774 21 35 8720 82 965 53 170 5614 28 405 20661 26;The social dialogue has frequently and surplus revision is before time . ;226 2253 2505 76 4360 53 2683 5131 28 101 398 26;4.871757007514036e-07;1;1
Das Beförderungsverfahren sollte fairer und transparenter gestaltet werden . ;157 0 694 14807 20 8973 3929 115 25;The promotions procedure must be made fairer and more transparent . ;226 6522 1300 347 8 228 10859 53 65 2837 26;The should cynics and fairer transparent . ;226 33 14553 53 10859 2837 26;7.435995606079283e-05;1;2
Und schließlich sollte das Besoldungs- und Leistungspaket überprüft werden . ;972 230 694 15 0 20 0 5576 115 25;Last but not least the pay and benefits package must be reviewed . ;1643 322 77 2490 4 2375 53 1880 642 347 8 2457 26;And finally , review should and . ;1393 3046 20 3665 33 53 26;1.0152606759211981e-05;1;2
Kommissionsmitglied Kinnock wird morgen seine Mitteilung zur Reform vorstellen . ;1786 6051 139 530 164 261 222 956 5817 25;Commissioner Kinnock will , tomorrow , present his communication on reform . ;1168 5570 125 20 1182 20 153 706 270 82 965 26;Commissioner Kinnock will be you tomorrow communication reform you . ;1168 5570 125 8 448 1182 270 965 448 26;3.367299086769909e-05;1;2
Diese Mitteilung sollte einen klaren Zeitplan enthalten . ;1365 261 694 232 3806 2460 2283 25;This communication must contain a clear timetable . ;162 270 347 5274 35 72 2725 26;This communication should a clear time schedule . ;162 270 33 35 72 398 7063 26;9.568329573870239e-05;1;2
Die Erweiterung der Union findet in wenigen Jahren statt . ;37 1020 5 266 900 4 3108 741 934 25;Enlargement of the Union is just a few years away . ;14290 12 4 276 28 340 35 1730 397 990 26;The Union enlargement a few years . ;226 276 882 35 1730 397 26;0.0003603395053397891;1;2
Ich bin mit der Einrichtung eines Ermittlungssystems einverstanden , bin aber zugleich der tiefen Überzeugung , daß dem Recht auf Verteidigung der gleiche Stellenwert und in jedem Fall die gleiche Notwendigkeit zuerkannt werden müssen . ;107 675 131 5 5831 11 0 1196 14 675 383 8467 5 14699 3009 14 30 61 309 9 3481 5 1871 8666 20 4 2587 908 16 1871 1746 11025 115 317 25;I agree that an investigation system should be introduced , but I am also absolutely convinced that we must recognise the right to equal respect for dignity and , in any case , the equal need for the right to a defence . ;117 583 31 13 2338 848 33 8 3359 20 322 117 681 342 1939 3543 31 318 347 2485 4 871 37 1018 1032 61 4568 53 20 3 452 922 20 4 1018 789 61 4 871 37 35 4723 26;I am with the setting up of a but am that the right same as defence important and case the same . ;117 681 46 4 1369 890 12 35 322 681 31 4 871 962 21 4723 183 53 922 4 962 26;2.7554843097104207e-14;1;2
Kommen wir nun zum zweiten Bericht des Ausschusses Unabhängiger Sachverständiger , über den zu debattieren wir im vergangenen September schon kurz Gelegenheit hatten . ;16973 42 349 587 3065 1506 50 1677 0 18208 14 153 33 28 837 42 73 1810 9041 2047 4437 141 140 25;Now we come to the second report of the Committee of Independent Experts which we already had the opportunity to welcome and briefly debate last September . ;2537 318 151 37 4 1292 1132 12 4 1046 12 3365 3565 15 318 271 442 4 688 37 530 53 6707 269 1416 7695 26;Take we second report Committee on debate Experts we in already been made briefly last September had just opportunities to . ;2444 318 1292 1132 1046 82 269 3565 318 3 271 78 228 6707 1416 7695 442 340 1830 37 26;8.786273471258044e-12;1;1
Schließlich war dies doch einer der Gründe für den Niedergang der letzten Kommission . ;1659 818 302 348 456 5 1623 32 33 4130 5 1092 219 25;This was , after all , one of the causes of the downfall of the last Commission . ;162 834 20 2532 223 20 413 12 4 726 12 4 7956 12 4 1416 227 26;Finally , was reasons for decline of the last Commission . ;2428 20 834 1375 61 3842 12 4 1416 227 26;1.8431484962142268e-06;1;1
Sind denn daraus keine Lehren gezogen worden ? ;6274 568 8276 80 10078 5455 432 554;Have the lessons not been learnt ? ;1944 4 3733 77 78 5526 577;Are drawn no lessons this ? ;5759 3285 740 3733 124 577;0.025677236226672524;1;2
