Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.05528663906222663;1;4
Es ist gut und notwendig , daß Reformen in Aussicht gestellt wurden . ;416 7 2210 20 1853 14 30 3236 4 6979 444 401 25;It is both good and necessary that reforms have been promised . ;27 28 593 30 53 299 31 1915 113 78 4046 26;It is good and that . ;27 28 30 53 31 26;8.538582943954375e-08;1;2
Aus diesem Grunde werden wir für die in der Entschließung geforderten Reformen , aber gegen die Entlastung stimmen . ;927 137 1715 115 42 32 16 4 5 1535 3168 3236 14 383 280 16 6055 2276 25;We are therefore going to vote in favour of the demands for reforms which are presented in the resolution , but against the granting of discharge . ;40 41 29 2335 37 1181 3 1015 12 4 2166 61 1915 15 41 239 3 4 1065 20 322 177 4 280 12 5578 26;For this we in reforms demanded resolution the but discharge vote favour . ;1671 124 318 3 1915 3563 1065 4 322 5578 1181 1015 26;2.0167073619434526e-14;1;3
Herr Präsident , zunächst möchte ich Frau van der Laan für ihre sehr gute Arbeit , die sie mit diesem Bericht geleistet hat , ein Lob aussprechen . ;53 54 14 2093 108 210 617 6636 5 9747 32 807 510 2066 223 14 16 241 131 137 1506 3159 120 14 67 7142 5607 25;Mr President , first of all , I have only positive comments to make on Mrs Van der Laan s very expert work on this report . ;47 58 20 457 12 223 20 117 113 7 485 1334 37 119 82 2185 7252 8945 8946 24 372 3198 231 82 124 1132 26;Mr President , first of all would like I van of the for their very good work . ;47 58 20 457 12 223 427 118 117 7523 12 4 61 111 372 30 231 26;5.423680409806125e-18;1;2
Die Fraktion Union für das Europa der Nationen kann für das Haushaltsjahr 1997 keine Entlastung erteilen . ;37 1011 266 32 15 365 5 1553 371 32 15 5795 615 80 6055 5663 25;The Union for a Europe of Nations Group cannot vote for approving the accounts for 1997 . ;226 276 61 35 135 12 1530 234 684 1181 61 5549 4 1546 61 634 26;The Group of Union for the Europe Nations can the financial year 1997 not refusal to discharge . ;226 234 12 276 61 4 135 1530 6 4 131 1013 634 77 3644 37 5578 26;7.890844876666135e-13;1;1
Wir unterstützen diese kritischen Anmerkungen , und es erscheint uns daher völlig absurd , einer Entlastung zuzustimmen . ;129 765 127 3533 3930 14 20 27 4824 285 1138 1195 13243 14 456 6055 7321 25;We support these critical remarks , and I must therefore state that it would seem quite absurd , against this background , to vote in favour of approving the accounts . ;40 133 84 4639 2441 20 53 117 347 29 39 31 86 427 2632 120 4541 20 177 124 2200 20 37 1181 3 1015 12 5549 4 1546 26;We support remarks and therefore is absurd . ;40 133 2441 53 29 28 4541 26;2.42150772430892e-10;1;2
Wir halten es für falsch , von der Verantwortung der Kommission als Institution zu sprechen . ;129 41 27 32 1465 14 46 5 2816 5 219 354 2760 28 1562 25;We think it is wrong to talk about the Commission s liability as an institution . ;40 377 86 28 1439 37 4403 339 4 227 24 5351 21 13 2562 26;We mistaken responsibility as an institution . ;40 10741 2611 21 13 2562 26;9.1315554468616e-11;1;2
Vor diesem Hintergrund besteht kein Anlaß , Entlastung zu erteilen . ;740 137 2977 2137 1674 1106 14 6055 28 5663 25;There is no reason why , against this background , we should agree to grant discharge . ;1363 28 740 979 710 20 177 124 2200 20 318 33 583 37 5579 5578 26;Against this background no reason to . ;9426 124 2200 740 979 37 26;1.3172628476659908e-06;1;2
Herr Präsident , der Entlastungsbeschluß für das Haushaltsjahr 97 wurde verschoben , weil die damalige Kommission für diesen Beschluß zum vorgesehenen Zeitpunkt zurückgetreten und nur noch geschäftsführend im Amt war . ;53 54 14 5 0 32 15 5795 12017 412 1371 14 469 16 10803 219 32 313 45 587 1603 1917 0 20 8 613 0 73 9499 818 25;Mr President , the decision relating to discharge for the 1997 financial year was postponed because the erstwhile Commission , to whom it was to be granted , had stepped down before the appointed time and was only continuing in office in a caretaker capacity . ;47 58 20 4 49 3060 37 5578 61 4 634 131 1013 834 1845 481 4 28538 227 20 37 1337 86 834 37 8 2370 20 442 15631 401 101 4 3576 398 53 834 7 2026 3 1858 3 35 27136 1117 26;Mr President , the the financial year was postponed because the the Commission for this and make office . ;47 58 20 4 4 131 1013 834 1845 481 4 4 227 61 124 53 119 1858 26;2.6518574650169705e-19;1;2
Heute nun wird im Bericht von Frau van der Laan - auf den sie viel fleißige Arbeit verwendet hat , wofür ihr sehr herzlich zu danken ist - vorgeschlagen , der Kommission die Entlastung für 1997 zu erteilen . ;118 349 139 73 1506 46 617 6636 5 9747 625 9 33 241 303 0 223 1418 120 14 4516 1401 510 5031 28 448 7 625 382 14 5 219 16 6055 32 615 28 5663 25;Mrs van der Laan s report - on which she has lavished a great deal of hard work , and for which we are indebted to her - proposes that we should grant discharge to the Commission for 1997 . ;2185 7523 8945 8946 24 1132 638 82 15 2888 76 20473 35 320 321 12 1842 231 20 53 61 15 318 41 15103 37 356 638 4327 31 318 33 5579 5578 37 4 227 61 634 26;This we will Mrs van of the der Laan - the them work for which warmly to - Commission for . ;162 318 125 2185 7523 12 4 8945 8946 638 4 161 231 61 15 5979 37 638 227 61 26;3.347708739571866e-30;1;2
Aber so ist es nun einmal . ;1559 208 7 27 349 627 25;That is just the way things are , however . ;1014 28 340 4 486 1103 41 20 693 26;But the way is . ;1846 4 486 28 26;3.1035154487345825e-05;1;2
Mit der Mandatsübernahme hat die neue Kommission auch die Verantwortung für die Leistungen , aber auch Fehlleistungen aus der Vergangenheit zu übernehmen . ;2688 5 0 120 16 402 219 188 16 2816 32 16 2542 14 383 188 0 181 5 1775 28 4628 25;In taking over the mandate , the new Commission has to assume responsibility not just for the achievements of the past but also for the mistakes made . ;451 594 96 4 5207 20 4 416 227 76 37 3425 2611 77 340 61 4 3710 12 4 1743 322 342 61 4 8025 228 26;With the has already the new Commission to for services but also the past . ;303 4 76 271 4 416 227 37 61 1139 322 342 4 1743 26;4.990104122374412e-18;1;2
Diese Frage hätte bei der Einsetzung der neuen Kommission gestellt werden müssen . ;1365 202 608 228 5 6118 5 1273 219 444 115 317 25;This question ought to have been asked when the new Commission was appointed . ;162 213 2438 37 113 78 314 363 4 416 227 834 3576 26;This question would establishment new Commission must to . ;162 213 427 325 416 227 347 37 26;3.885076761715562e-08;1;2
Wenn das Parlament in dieser Woche dem Vorschlag des Haushaltskontrollausschusses zustimmt und die Entlastung gewährt , dann darf die Kommission dies nicht als Blankoscheck verstehen . ;112 15 63 4 82 1811 61 233 50 11949 8457 20 16 6055 7112 14 569 1254 16 219 302 315 354 0 4888 25;If Parliament votes in favour of the Committee on Budgetary Control s proposal this week and grants discharge , then the Commission must not take this to be a blank cheque . ;324 64 3240 3 1015 12 4 1046 82 5601 5602 24 240 124 1771 53 6545 5578 20 330 4 227 347 77 689 124 37 8 35 22560 14215 26;If the Parliament this proposal Committee agrees Budgetary Control and discharge must the Commission than . ;324 4 64 124 240 1046 1000 5601 5602 53 5578 347 4 227 422 26;1.0014114101305328e-16;1;3
Denn meiner Meinung nach ist der dritte Teil des Berichts von Frau van der Laan der wichtigste , nämlich der Entschließungsantrag . ;2082 1712 1057 147 7 5 4150 1293 50 2942 46 617 6636 5 9747 5 2252 14 681 5 5766 25;For it is the third section of Mrs van der Laan s report that is the most important , to my mind , namely the motion for a resolution . ;1671 86 28 4 1508 1462 12 2185 7523 8945 8946 24 1132 31 28 4 304 183 20 37 844 821 20 1173 4 1370 61 35 1065 26;I the third report Mrs van of the most important der Laan the . ;117 4 1508 1132 2185 7523 12 4 304 183 8945 8946 4 26;8.893970300153156e-15;1;3
Im Zuge der Entlastung für die nächsten Jahre - 1998 ist bereits in Arbeit - wird das Parlament sehr eindringlich zu untersuchen haben , ob es der Kommission für 1997 nicht zu rasch Vorschußlorbeeren gegeben hat . ;1163 4672 5 6055 32 16 566 385 625 161 7 260 4 223 625 139 15 63 510 6747 28 5556 95 14 1469 27 5 219 32 615 315 28 1950 0 1299 120 25;In the course of the discharge procedure for the coming years - that for 1998 is already under way - Parliament will have to examine , as a matter of urgency , whether or not it was too quick to bestow premature praise on the Commission for 1997 . ;451 4 931 12 4 5578 1300 61 4 3231 397 638 31 61 166 28 271 1007 486 638 64 125 113 37 2468 20 21 35 1077 12 2034 20 1142 66 77 86 834 404 9045 37 22999 16140 5744 82 4 227 61 634 26;In discharge for next years is already - Parliament very whether Commission for been quickly . ;451 5578 61 1260 397 28 271 638 64 372 1142 227 61 78 1865 26;1.4964586716327387e-29;1;3
Als Reaktion darauf ist die Kommission mehrere Verpflichtungen eingegangen und hat sicherlich viele Reformmaßnahmen eingeleitet . ;2358 3534 561 7 16 219 441 1244 3776 20 120 2434 341 0 138 25;In response to this the Commission has entered into various commitments and has certainly adopted many reform measures . ;451 2164 37 124 4 227 76 5180 847 59 4884 53 76 2292 1376 812 965 644 26;As happened this is Commission the several commitments and certainly of . ;292 2175 124 28 227 4 182 4884 53 2292 12 26;1.0181458981975064e-10;1;2
Gerechterweise muß man sagen , daß der neue Präsident , Herr Prodi , und sein Kollegium auf jeden Fall mit Engagement an der Umsetzung der von diesem Parlament festgelegten Anforderungen an die Finanzkontrolle arbeiten . ;0 334 201 436 14 30 5 402 54 14 53 757 14 20 1035 9478 9 689 908 131 1813 113 5 52 5 46 137 63 106 3162 113 16 10318 457 25;It is fair to say that the new President , Mr Prodi , and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament . ;27 28 2637 37 471 31 4 416 58 20 47 773 20 53 706 2904 41 2292 5335 37 440 4 131 218 1244 21 400 401 10 124 64 26;must that we that the new President , Mr Prodi , and to implementation Parliament the financial control working . ;347 31 318 31 4 416 58 20 47 773 20 53 37 171 64 4 131 218 2225 26;5.006132078466941e-26;1;2
Allerdings sollte man die Reform der Europäischen Kommission nunmehr im Zusammenhang mit jener Debatte sehen , die im Vorfeld der bevorstehenden Regierungskonferenz und der Reformen verschiedener EU-Politiken und Initiativen zu führen ist . ;1765 694 201 16 956 5 62 219 2919 73 931 131 2513 619 504 14 16 73 10772 5 6224 463 20 5 3236 4945 17485 20 535 28 269 7 25;However , the reform of the European Commission must now be taken in the context of the debate that is going to take place in the run-up to the forthcoming Intergovernmental Conference and the reform of various EU policies and initiatives . ;843 20 4 965 12 4 193 227 347 362 8 855 3 4 946 12 4 269 31 28 2335 37 689 856 3 4 12234 37 4 591 473 474 53 4 965 12 59 32 336 53 560 26;should However , that we reform European Commission debate various EU policies and . ;33 843 20 31 318 965 193 227 269 59 32 336 53 26;3.2661311840016957e-26;1;2
Ganz sicher werden in dieser Debatte weitere Reformen der Organe und Einrichtungen der EU besprochen werden , doch aus Sicht der kleineren Mitgliedstaaten ist es wichtig , daß die Reformen der Europäischen Kommission in einer Weise vollzogen werden , die sicherstellt , daß kleinere Mitgliedstaaten auch weiterhin in der Kommission vertreten sind . ;433 854 115 4 82 619 2483 3236 5 959 20 1759 5 31 8474 115 14 348 181 1445 5 6493 193 7 27 1047 14 30 16 3236 5 62 219 4 456 799 5467 115 14 16 10631 14 30 12179 193 188 1400 4 5 219 1641 87 25;I have no doubt further reform of EU institutions will be analysed in this debate . But from the perspective of small Member States it is important that , as the European Commission is reformed , it must be done in a way that ensures that small Member States continue to have representation on the Commission . ;117 113 740 956 2180 965 12 32 793 125 8 8880 3 124 269 26 1846 186 4 2328 12 1021 202 75 86 28 183 31 20 21 4 193 227 28 6299 20 86 347 8 460 3 35 486 31 5379 31 1021 202 75 268 37 113 4598 82 4 227 26;surely will further bodies EU institutions but smaller Member States is important that the European Commission in has undergone ensuring that Member States still Commission represented . ;5189 125 2180 967 32 793 322 1874 202 75 28 183 31 4 193 227 3 76 3440 727 31 202 75 639 227 4262 26;2.1326192520604835e-37;1;3
Herr Präsident , der Kommission wird jetzt Entlastung für das Haushaltsjahr 1997 erteilt , doch verdient sie das eigentlich nicht . ;53 54 14 5 219 139 949 6055 32 15 5795 615 3917 14 348 1503 241 15 695 315 25;Mr President , the Commission is now to obtain its discharge for 1997 , but in reality it does not deserve it . ;47 58 20 4 227 28 362 37 3700 170 5578 61 634 20 322 3 1162 86 456 77 2891 86 26;Mr President , the will now financial year 1997 but deserves the are . ;47 58 20 4 125 362 131 1013 634 322 1483 4 41 26;1.228377288764866e-11;1;2
Für 1997 war die alte Kommission verantwortlich , deshalb ist die neue Kommission der Meinung , daß sie die Verantwortung dafür nicht übernehmen kann . ;170 615 818 16 3267 219 2056 14 1520 7 16 402 219 5 1057 14 30 241 16 2816 938 315 4628 371 25;1997 was a matter for the old Commission and , therefore , the new Commission does not think that it can accept liability . ;634 834 35 1077 61 4 2543 227 53 20 29 20 4 416 227 456 77 377 31 86 6 1608 5351 26;For 1997 the old Commission responsible is the Commission the that responsibility . ;1671 634 4 2543 227 502 28 4 227 4 31 2611 26;1.9016131005521238e-17;1;3
Es ist richtig , daß der Haushalt 1997 in die Verantwortung der alten Kommission fällt . ;416 7 1151 14 30 5 5754 615 4 16 2816 5 2738 219 1294 25;It is true that implementation of the Budget for 1997 fell within the old Commission s remit . ;27 28 87 31 171 12 4 5600 61 634 6624 561 4 2543 227 24 9529 26;It is right that the budget 1997 Commission . ;27 28 871 31 4 2120 634 227 26;1.1145244518488454e-11;1;2
Die neue Kommission hat sich im Gegenzug dazu bereit erklärt , nach den alten Skandalen gründlich aufzuräumen , und ich muß gestehen , daß ich nicht besonders beeindruckt bin . ;37 402 219 120 180 73 7238 1064 2519 283 14 147 33 2738 0 7080 0 14 20 210 334 9365 14 30 210 315 525 3259 675 25;The new Commission has , on the other hand , undertaken to carry out a cleaning up exercise following former scandals , and I must admit that I am not impressed at all . ;226 416 227 76 20 82 4 731 728 20 3013 37 3556 1073 35 8644 890 757 1534 2967 5522 20 53 117 347 2617 31 117 681 77 3006 242 223 26;The new Commission has return deeply-embedded and I must have that I not particularly . ;226 416 227 76 1083 8993 53 117 347 113 31 117 77 480 26;6.7435504250830695e-21;1;2
Einige sind der Ansicht , daß wir mehr davon haben , wenn wir die alten Sünden vergessen und ganz neu anfangen . ;1407 87 5 480 14 30 42 68 921 95 14 278 42 16 2738 0 1283 20 109 623 4383 25;There are some who think that it is more in our interests to let bygones be bygones and make a fresh start . ;1363 41 149 287 377 31 86 28 65 3 154 1231 37 1749 0 8 0 53 119 35 5577 1004 26;Some are that we if we old and . ;2503 41 31 318 121 318 2543 53 26;3.3805295625587467e-15;1;2
Dabei beziehe ich mich insbesondere auf die früheren ECHO-Skandale . ;426 5001 210 1290 185 9 16 2713 0 25;I am referring here especially to the earlier scandals involving ECHO . ;117 681 1859 712 944 37 4 414 5522 2859 5766 26;refer I , especially . ;437 117 20 944 26;3.6416760127082194e-07;1;5
Ich bin Berichterstatter für ECHO im Ausschuß für Haushaltskontrolle , und ich kann meine Arbeit nur schwer erledigen , wenn die Kommission die notwendigen Informationen nicht herausgibt . ;107 675 1302 32 6278 73 1052 32 6079 14 20 210 371 836 223 8 2545 11128 14 278 16 219 16 5968 196 315 0 25;I am the rapporteur for ECHO on the Committee on Budgetary Control , and I shall have a lot of difficulty carrying out my work if the Commission will not give me the necessary information . ;117 681 4 1287 61 5766 82 4 1046 82 5601 5602 20 53 117 331 113 35 2414 12 3865 4726 1073 844 231 121 4 227 125 77 477 766 4 299 204 26;I am Committee on for and I can work only if the Commission steps . ;117 681 1046 82 61 53 117 6 231 7 121 4 227 1911 26;5.644860860016622e-20;1;5
Das erweckt den Eindruck , als habe die Kommission etwas zu verbergen . ;157 4159 33 2351 14 354 284 16 219 558 28 5957 25;From the outside , it looks as if the Commission has something to hide . ;2989 4 857 20 86 9204 21 121 4 227 76 2472 37 10877 26;This impression the Commission hide . ;162 2219 4 227 10877 26;2.2479335601512534e-10;1;2
Meine Ermittlungen deuten leider auch darauf hin , daß dies der Fall sein könnte . ;1741 3438 10666 3281 188 561 1981 14 30 302 5 908 1035 460 25;My investigations also unfortunately suggest that this could be the case . ;1933 5647 342 1673 5030 31 124 461 8 4 922 26;My suggest unfortunately that this might this . ;1933 5030 1673 31 124 673 124 26;4.1343831237068414e-08;1;4
Die Kommission legt nicht alles auf den Tisch und hält damit an einer uralten Praxis fest . ;37 219 4482 315 406 9 33 2135 20 2554 1232 113 456 0 2009 1241 25;The Commission is not putting all its cards on the table and is in that way repeating ancient practice on the part of the Commission . ;226 227 28 77 4993 223 170 7702 82 4 2665 53 28 3 31 486 13029 2762 1684 82 4 142 12 4 227 26;The Commission not in the and practice . ;226 227 77 3 4 53 1684 26;2.9103745582880768e-12;1;2
Diese Praxis führte zum Sturz der alten Kommission . ;1365 2009 4707 587 13765 5 2738 219 25;It was this practice which led to the Commission s downfall . ;27 834 124 1684 15 2669 37 4 227 24 7956 26;This practice Commission . ;162 1684 227 26;7.25935762059123e-07;1;2
Ansonsten können wir unsere Arbeit nicht erledigen . ;8853 311 42 151 223 315 11128 25;Otherwise , we cannot carry out our work . ;6923 20 318 684 3556 1073 154 231 26;Otherwise , can we work . ;6923 20 6 318 231 26;2.8007396392939046e-05;1;2
Vielen Dank , Frau Kommissarin Schreyer ! ;924 925 14 617 1349 11585 58;Thank you , Commissioner Schreyer . ;447 448 20 1168 14329 26;Thank you , Commissioner . ;447 448 20 1168 26;0.0027494032354398045;1;2
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.20623928172249378;1;2
Die Abstimmung findet morgen um 12 . 00 Uhr statt . ;37 1190 900 530 390 167 25 1192 1193 934 25;The vote will take place tomorrow at 12 p . m . ;226 1181 125 689 856 1182 242 173 2747 26 1185 26;The vote will take tomorrow place at 12 noon . ;226 1181 125 689 1182 856 242 173 4163 26;1.396002807627153e-05;1;5
Zweiter Bericht des Ausschusses unabhängiger Sachverständiger ;15659 1506 50 1677 3818 18208;Response to Second Report of Committee of Independent Experts ;24408 37 5894 1650 12 1046 12 3365 3565;Second report ;5894 1132;0.0041477272727272725;3;1
Es wurde ein Verhaltenskodex für Kommissionsmitglieder und deren Büros verabschiedet . ;416 412 67 9172 32 10175 20 2062 10888 2308 25;A code of conduct for Commissioners and their private offices has been adopted . ;1999 7042 12 2237 61 1952 53 111 691 10059 76 78 1376 26;It was there was a code conduct and their . ;27 834 672 834 35 7042 2237 53 111 26;7.359298494068156e-08;1;2
Hinsichtlich der Bestellung hochrangiger Beamter wurden neue Vorschriften erarbeitet und umgesetzt . ;4461 5 0 0 9453 401 402 2620 3895 20 2225 25;New rules have been drawn up and implemented governing the appointment of senior officials . ;2676 1905 113 78 3285 890 53 2109 7359 4 4188 12 6497 5617 26;With regard the officials new up and implemented . ;303 345 4 5617 416 890 53 2109 26;2.0791105300801785e-10;1;2
Die Anzahl der Dienststellen wurde verringert . ;37 4273 5 12501 412 3680 25;The number of departments has been reduced . ;226 868 12 3696 76 78 3950 26;The number of offices has been reduced . ;226 868 12 10059 76 78 3950 26;0.0003115053780959103;1;2
Damit dies erreicht werden kann , sind Maßnahmen auf vier Gebieten erforderlich . ;1528 302 686 115 371 14 87 179 9 712 493 2730 25;In order to achieve this , action is required in four areas . ;451 735 37 646 124 20 188 28 2361 3 721 425 26;In order areas is required . ;451 735 425 28 2361 26;9.556367717114475e-10;1;2
Eines der Hauptprobleme ist das Fehlen eines funktionierenden Finanzkontrollsystems . ;11582 5 17439 7 15 519 11 8916 0 25;One of the main problems is the lack of a functioning system of financial control . ;1095 12 4 521 388 28 4 2520 12 35 2395 848 12 131 218 26;One main problems is the absence of of a . ;1095 521 388 28 4 2673 12 12 35 26;1.7414632917176675e-07;1;2
Es muß ein neues , unabhängiges Finanzkontrollsystem eingerichtet werden . ;416 334 67 4544 14 11587 0 404 115 25;A new independent audit system service must be set up . ;1999 416 2908 10357 848 1151 347 8 115 890 26;It must a new , independent up . ;27 347 35 416 20 2908 890 26;1.9712435169985783e-06;1;2
Natürlich braucht der Übergang zu einem solchen neuen System seine Zeit . ;1297 5664 5 3778 28 48 335 1273 829 164 291 25;It is clear that the transition to such a new system will take time . ;27 28 72 31 4 2931 37 972 35 416 848 125 689 398 26;Of course does the the system . ;1601 931 456 4 4 848 26;1.4314113364374254e-08;1;1
Heute sind umgehende Veränderungen gefragt . ;118 87 0 1013 4012 25;Urgent change is required today . ;0 140 28 2361 815 26;Murders Today are defenceless changes . ;20888 1489 41 12555 658 26;4.516570425603388e-05;1;2
Bis zur Jahresmitte kann und sollte ein Vorschlag auf der Grundlage von Artikel 280 des Vertrags vorgelegt werden . ;3270 222 0 371 20 694 67 233 9 5 10 46 453 8722 50 388 2458 115 25;A proposal can be made , a proposal should be made , on the basis of Article 280 of the Treaty , by the middle of this year . ;1999 240 6 8 228 20 35 240 33 8 228 20 82 4 264 12 454 7999 12 4 266 20 10 4 7663 12 124 1013 26;As a and if building proposal the basis derogations of Article the submitted . ;292 35 53 121 44 240 4 264 10167 12 454 4 3529 26;2.1079079609835316e-12;1;2
Drittens sollten die Normen im öffentlichen Leben in Europa aufrechterhalten werden . ;4415 1614 16 263 73 3299 871 4 365 4595 115 25;Third , standards in European public life must be upheld . ;809 20 273 3 193 971 887 347 8 9344 26;Thirdly , should in Europe maintained . ;4130 20 33 3 135 1099 26;2.43393256437936e-08;1;2
Die politische Krise , die zum Scheitern der Kommission im Laufe dieses Jahres führte , zeigte deutlich die Notwendigkeit unzweideutiger und durchsetzbarer Verhaltensregeln . ;37 935 6372 14 16 587 4035 5 219 73 3732 207 1007 4707 14 10323 2339 16 1746 0 20 0 15011 25;The political crisis which led to the downfall of the Commission earlier this year clearly demonstrated the need for unambiguous and enforceable rules of conduct . ;226 668 2025 15 2669 37 4 7956 12 4 227 414 124 1013 1024 5517 4 789 61 16489 53 2443 1905 12 2237 26;The political crisis doomed failure year and rules . ;226 668 2025 9855 538 1013 53 1905 26;7.084631163145674e-17;1;2
Seither wurde eine Reihe von Kodizes eingeführt . ;0 412 211 893 46 0 2933 25;A number of codes have since been introduced . ;1999 868 12 4691 113 107 78 3359 26;a number of . ;35 868 12 26;2.517172385857259e-07;1;2
Das Parlament muß sie bewerten , und sie sollten Rechtskraft erhalten . ;157 63 334 241 2612 14 20 241 1614 0 1698 25;They must be assessed by Parliament and should be made legally binding . ;851 347 8 11385 10 64 53 33 8 228 3357 1975 26;have to assess and should . ;113 37 7941 53 33 26;4.451817661777522e-09;1;2
Auch wenn solche Maßnahmen niemals eine Alternative zu einer funktionierenden Verwaltung sein können , sollten sie dann , wenn etwas schiefgelaufen ist , als Notventil benutzt werden können . ;892 278 866 179 882 211 4122 28 456 8916 5138 1035 311 14 1614 241 569 14 278 558 0 7 14 354 0 4928 115 311 25;Although such measures can never be an alternative for good management , they must be an escape valve when something goes wrong . ;2080 972 644 6 897 8 13 2605 61 30 2216 20 108 347 8 13 3879 0 363 2472 665 1439 26;if such never an alternative functioning administration they should if something . ;121 972 897 13 2605 2395 3551 108 33 121 2472 26;9.301916970861083e-22;1;2
Entscheidend ist , daß die Reformen nicht auf die Kommission beschränkt bleiben . ;5650 7 14 30 16 3236 315 9 16 219 1114 678 25;Crucially , reforms must not be limited to the Commission . ;0 20 1915 347 77 8 1075 37 4 227 26;It is that the reforms in not the Commission . ;27 28 31 4 1915 3 77 4 227 26;4.922799639504653e-08;1;2
Der soziale Dialog hat häufig als Reformbremse gewirkt , und seine Überarbeitung ist längst überfällig . ;376 2395 3794 120 3463 354 0 1992 14 20 164 6042 7 5187 15880 25;The social dialogue has often acted as a brake on reform and its overhaul is long overdue . ;226 2253 2505 76 1711 774 21 35 8720 82 965 53 170 5614 28 405 20661 26;The social dialogue has frequently , and revision is before time . ;226 2253 2505 76 4360 20 53 5131 28 101 398 26;9.866163340864734e-09;1;2
Das Beförderungsverfahren sollte fairer und transparenter gestaltet werden . ;157 0 694 14807 20 8973 3929 115 25;The promotions procedure must be made fairer and more transparent . ;226 6522 1300 347 8 228 10859 53 65 2837 26;The should cynics and fairer transparent . ;226 33 14553 53 10859 2837 26;7.040607200446939e-07;1;2
Und schließlich sollte das Besoldungs- und Leistungspaket überprüft werden . ;972 230 694 15 0 20 0 5576 115 25;Last but not least the pay and benefits package must be reviewed . ;1643 322 77 2490 4 2375 53 1880 642 347 8 2457 26;Finally , the and review . ;2428 20 4 53 3665 26;3.622139402944593e-07;1;2
Kommissionsmitglied Kinnock wird morgen seine Mitteilung zur Reform vorstellen . ;1786 6051 139 530 164 261 222 956 5817 25;Commissioner Kinnock will , tomorrow , present his communication on reform . ;1168 5570 125 20 1182 20 153 706 270 82 965 26;Commissioner Kinnock will be to reform you you . ;1168 5570 125 8 37 965 448 448 26;4.6794176264467326e-07;1;2
Diese Mitteilung sollte einen klaren Zeitplan enthalten . ;1365 261 694 232 3806 2460 2283 25;This communication must contain a clear timetable . ;162 270 347 5274 35 72 2725 26;This communication should a clear timetable contain . ;162 270 33 35 72 2725 5274 26;2.8250501499201073e-05;1;2
Die Erweiterung der Union findet in wenigen Jahren statt . ;37 1020 5 266 900 4 3108 741 934 25;Enlargement of the Union is just a few years away . ;14290 12 4 276 28 340 35 1730 397 990 26;Enlargement of the Union a few years . ;14290 12 4 276 35 1730 397 26;1.6326070779139994e-05;1;2
Es handelt sich um ein Thema , das nicht einfach ist und noch weiter vertieft werden sollte . Ich will lediglich einige Punkte hervorheben , auch um , wenn möglich , bewußt zu machen , worum es eigentlich geht . ;416 2592 180 390 67 414 14 15 315 1717 7 20 613 1551 10185 115 694 25 107 236 3333 146 400 5145 14 188 390 14 278 13 14 1434 28 397 14 1122 27 695 417 25;This is not a straightforward issue and calls for a much more wide-ranging analysis , but I shall restrict myself to raising only a few points , in order to make people more aware , if possible , of what we are talking about . ;162 28 77 35 7316 216 53 3794 61 35 781 65 6161 256 20 322 117 331 4005 1330 37 3027 7 35 1730 199 20 3 735 37 119 420 65 1405 20 121 209 20 12 467 318 41 2761 339 26;It is a not is and . just highlight a few points to if to talking about . ;27 28 35 77 28 53 26 340 5646 35 1730 199 37 121 37 2761 339 26;1.9490953427295067e-30;1;2
Die Politiker hingegen sollten prüfen , welche Schlußfolgerungen sich aus einem Sachverständigenbericht ziehen lassen , ohne daß insgesamt eine Haltung eingenommen werden darf , die mir in einigen Situationen bis jetzt als Selbstschädigung erschien . ;37 5919 5198 1614 2644 14 979 1194 180 181 48 0 3640 680 14 1482 30 2534 211 865 10283 115 1254 14 16 940 4 534 4339 162 949 354 0 10997 25;I nevertheless believe that politicians should look into what can be gleaned from an expert report and what cannot be taken en masse in a spirit which , on some occasions , I have felt in the past and still feel to be self-destructive . ;117 4648 208 31 5441 33 690 847 467 6 8 20629 186 13 3198 1132 53 467 684 8 855 8100 17871 3 35 2360 15 20 82 149 3261 20 117 113 8807 3 4 1743 53 639 853 37 8 16793 26;politicians other hand , what a take the without a as a . ;5441 731 728 20 467 35 689 4 1056 35 21 35 26;2.2536638466438804e-24;1;2
Ebenso kann und darf meiner Meinung nach niemand dem Europäischen Parlament und seinen Ausschüssen Belegmaterial verweigern . ;767 371 20 1254 1712 1057 147 2651 61 62 63 20 197 4528 0 10102 25;It is just as important for no-one to be able to or have to refuse the European Parliament or its committees any documentation . ;27 28 340 21 183 61 11105 37 8 79 37 66 113 37 9027 4 193 64 66 170 4235 452 8803 26;also can and may to Parliament and its committees encouraging . ;342 6 53 319 37 64 53 170 4235 542 26;5.6339709594764183e-14;1;2
Wir laufen Gefahr , Angelegenheiten für gleiche Straftaten zu übertragen , die dann jedoch unterschiedlich geahndet werden . ;129 5758 1606 14 3320 32 1871 5945 28 4398 14 16 569 822 3397 5012 115 25;We run the risk of delegating issues relating to the same offences which will then be punished in different ways . ;40 3517 4 4073 12 11401 940 3060 37 4 962 4149 15 125 330 8 5466 3 932 795 26;We for equal criminal offences but very differently . ;40 61 1018 3176 4149 322 372 3155 26;8.536045460123033e-10;1;2
